jeremić,a	jere,mića
katić,a	ka,tića
pasoš,em	paso,šem
zdravstven,u	zdravstvenu
pretendent,e	prete,nde,nte
prvi,m	prvim
priznavanje,m	prizna,vanjem
sistem,a	sistema
zahtev,a	zahteva
podneti,h	podne,tih
bangladeš,a	banglade,ša
sadam,a	sada,ma
husein,a	huse,ina
aerodrom,e	aerodro,me
moguć,om	moguć,om
moguć,im	mogućim
odlaganje,m	odlaga,njem
govor,u	govoru
helsinki,ju	helsin,kiju
brisel,om	brise,lom
avion,ima	avionima
kiparski,h	kipar,skih
linija,ma	linijama
puč,a	pu,ča
spor,ih	spo,rih
moguć,i	mogući
sam,im	samim
stav,u	stavu
naftovod,a	naf,tovo,da
složen,og	složenog
projekt,a	projekta
ruski,m	ruskim
viktor,om	vik,torom
kristenko,m	kri,sten,kom
iznos,u	iznosu
sirov,a	siro,va
aleksandropolis,a	aleksa,ndro,po,lisa
egej,a	e,ge,ja
burgas,a	bur,gasa
kapacitet,a	kapaciteta
naftovod,om	naf,tovo,dom
moreuz,a	more,uza
jeftin,ije	jeftinije
barel,a	ba,rela
sirov,e	sirove
vlasnički,h	vlasni,čkih
tehnički,h	tehničkih
ekonomski,h	ekonomskih
parametar,a	parametara
predložen,og	predloženog
naj,isplativ,ija	naji,spla,ti,vija
uslov,i	uslovi
zainteresovan,e	zainteresovane
koordinator,a	koordinatora
partner,ima	partnerima
skok,u	sko,ku
skok,a	skoka
otvoren,om	otvorenom
film,ovi	filmovi
karneval,ima	karne,valima
ritual,ima	ritua,lima
održan,im	održa,nim
patras,u	pa,tra,su
izvođač,i	izvođači
japan,a	japana
festival,a	festivala
režiser,a	reži,sera
semih,a	se,mi,ha
kaplanoglu,a	ka,pla,nog,lu,a
nirnberg,u	ni,rn,ber,gu
festival,u	festivalu
dugometražni,h	dugo,metra,žnih
igrani,h	igra,nih
svoj,om	svojom
smrt,i	smrti
heroj,a	heroja
adem,a	a,dema
jašari,ja	ja,ša,rija
događaj,a	događaja
organizovan,og	organizovanog
pravosudni,h	pravosudnih
spremnost,i	spremnosti
određen,og	određenog
januar,u	januaru
konkurentnost,i	konkurentnosti
ekspertski,h	ekspert,skih
meglen,om	me,gle,nom
kunev,om	ku,ne,vom
sergej,em	serge,jem
stanišev,im	stani,še,vim
broj,a	broja
evropski,h	evropskih
fond,ova	fondova
budućnost,i	budućnosti
komesar,om	kome,sa,rom
oli,jem	o,lijem
planiran,im	planiranim
strukturni,m	struktu,rnim
niz,u	nizu
bombaški,h	bomba,ških
mlad,ima	mladima
slogan,a	slo,gana
pano,ima	pano,ima
spot,ovi	spo,tovi
poznat,e	poznate
sve,ga	svega
podmladak,a	podmla,daka
mlad,i	mladi
zabrinut,i	zabrinuti
etički,h	etičkih
organizovan,i	organizovani
analitičar,a	analitičara
rezultat,e	rezultate
poster,a	po,stera
spot,a	spo,ta
zainteresovan,i	zainteresovani
život,a	života
ideal,a	ideala
politički,m	političkim
igrač,i	igrači
izlaznost,i	izlaz,nosti
rezultat,ima	rezultatima
moguć,a	moguća
društven,u	društvenu
njihov,i	njihovi
profil,e	profile
fejsbuk,u	fejsbu,ku
internet,a	interneta
zapadni,m	zapadnim
demokratija,ma	demokrati,jama
žestok,e	žesto,ke
socijaldemokrat,a	socijaldemokra,ta
opozicioni,h	opozi,cionih
kabinet,a	kabineta
stvaranje,m	stvaranjem
predstojeći,h	predstoje,ćih
uzor,u	uzoru
političar,e	političare
vasić,a	vasi,ća
portal,u	portalu
blog,ove	blo,gove
bloger,ima	blo,ge,rima
progres,a	progre,sa
snsd,-a	snsd,-,a
post,ove	postove
blog,u	blogu
događaj,ima	događajima
protivnik,e	protivnike
rad,u	radu
rasprostranjen,ija	rasprostra,nje,nija
frekventnost,i	frek,vent,nosti
mobing,a	mobi,nga
izraz,a	izraza
učestalost,i	učestalosti
oblik,a	oblika
loš,ih	loših
kolega,ma	kolegama
statut,ima	statu,tima
spor,ovi	spo,rovi
poslodavac,a	poslodavaca
zaposlen,ih	zaposlenih
proces,a	procesa
zavisnost,i	zavisnosti
prekršaj,a	prekršaja
papir,u	papiru
obazriv,iji	oba,zri,viji
propis,a	propisa
prelaz,u	prelazu
kosovo,m	koso,vom
naj,nov,ijim	najnovijim
akt,i	akti
tamošnji,h	tamo,šnjih
odnos,ima	odnosima
barikada,ma	bari,kada,ma
neprihvatljiv,o	neprihvatljivo
naj,nov,ijem	najnovijem
događaj,u	događaju
interes,e	interese
vaš,em	vašem
akter,i	akteri
dijalog,u	dijalogu
instrument,om	instru,mentom
uspeh,a	uspeha
interes,u	interesu
čitav,e	čitave
tehnički,m	tehničkim
kontekst,u	kontekstu
čitav,og	čitavog
naj,nov,iji	najnoviji
događaj,i	događaji
neprihvatljiv,i	neprihvat,ljivi
proces,e	procese
njihov,ih	njihovih
prioritet,e	prioritete
krajnji,h	krajnjih
rok,ova	rokova
njen,om	njenom
predlog,u	predlogu
status,u	statusu
nadziran,u	nad,ziranu
stanovnik,a	stanovnika
ambasador,ima	ambasa,do,rima
predlog,e	predloge
muškarac,a	muškaraca
tribjun,a	tri,b,juna
agim,a	a,gi,ma
čeku,a	če,ku,a
prijatelj,i	prijatelji
nerešen,og	nere,šenog
narod,a	naroda
duvan,a	duvana
radnik,e	radnike
ugovor,u	ugovoru
bulgartabak,a	bu,lga,rta,ba,ka
komentar,u	komentaru
sindikat,a	sindikata
radnik,a	radnika
bulgartabakov,e	bu,lga,rta,ba,kove
blagojevgrad,u	blago,jev,gradu
pleven,u	ple,venu
delatnost,i	delatnosti
filijala,ma	filija,lama
invest,a	in,ve,sta
holding,a	hol,dinga
vlasnik,a	vlasnika
konkurs,a	konkursa
ran,ijoj	ra,nijoj
finansijski,m	finansijskim
plan,ovima	planovima
sam,a	sama
kredit,a	kredita
autoput,a	autoputa
suveren,i	suvereni
koridor,a	koridora
segment,a	segmenta
dug,og	dugog
jugoistok,u	jugoistoku
naplatni,h	napla,tnih
ugovor,a	ugovora
investicija,ma	investicijama
tunel,a	tunela
most,ova	mostova
nadvožnjak,a	nad,vo,žnjaka
podvožnjak,a	pod,vo,žnjaka
prelaz,a	prelaza
tabanovci,ma	ta,ba,nov,cima
negotin,u	nego,tinu
konsultant,a	konsulta,nta
obelodanjen,im	obe,lo,danje,nim
tender,u	tende,ru
konzorcijum,a	konzor,cijuma
investitor,a	investitora
hotel,a	hotela
turistički,h	turističkih
put,eva	puteva
odsek,a	odseka
potpisivanje,m	potpisi,vanjem
oblik,u	obliku
budžet,a	budžeta
kompanija,ma	kompanijama
porodica,ma	porodicama
ideja,ma	idejama
njihov,oj	njihovoj
magazin,a	magazina
niko,ga	nikoga
ženski,h	ženskih
rukovodilac,a	rukovodi,laca
sopstven,i	sopstveni
kredit,ima	kreditima
fond,a	fonda
bankarski,m	banka,rskim
trenutak,a	trenutaka
noć,i	noći
kredit,e	kredite
moj,oj	mojoj
poštovanje,m	poštovanjem
džentlmen,i	dže,nt,l,meni
istrajnost,i	istra,j,nosti
usluga,ma	uslugama
tekstil,a	tekstila
konsalting,a	kon,sa,lti,nga
žena,ma	ženama
prosek,a	proseka
program,i	programi
indikator,i	indikatori
broj,u	broju
biznis,u	bizni,su
retki,h	retkih
šmatko,m	š,ma,tkom
rosatom,a	rosa,toma
jedinstven,u	jedinstvenu
žestok,i	žesto,ki
izvor,e	izvore
naš,a	naša
odbor,a	odbora
energetski,h	energetskih
objekt,om	objektom
visok,im	visokim
seizmički,m	seizmi,čkim
aktivnost,ima	aktivnostima
verski,h	verskih
spomenik,a	spomenika
izaslanik,a	izasla,nika
fatmir,om	fa,t,mirom
sejdiu,om	sej,di,u,om
verski,m	ver,skim
zona,ma	zonama
spomenik,e	spomenike
zaštićen,e	zaštićene
mnogi,h	mnogih
detalj,a	detalja
stav,ovima	stavovima
pokušaj,ima	pokušajima
lider,e	li,dere
održiv,i	održivi
rohanov,a	ro,ha,nova
marti,ja	mar,tija
ahtisari,ja	ah,tisa,rija
albanac,a	albanaca
ishod,a	ishoda
vašington,a	vašingtona
prav,i	pravi
urban,a	urbana
partner,i	partneri
gledalac,a	gledalaca
evroimidž,a	evro,i,mi,dža
mlad,om	mladom
doktor,u	dok,toru
gotov,a	gotova
distributer,a	distributera
glumac,a	glumaca
naj,poznat,ijih	najpoznatijih
snimatelj,a	snima,telja
režiser,om	reži,se,rom
kristof,om	kristo,fom
kišlovski,m	kiš,lov,skim
avijatičar,a	a,vija,ti,čara
film,om	filmom
lav,a	lava
novost,i	novosti
dnevnik,a	dnevnika
buls,e	bu,l,se
kings,e	king,se
kapital,a	kapitala
divčev,e	div,čeve
dnevnik,u	dnevniku
kapital,u	kapitalu
divčev,oj	di,vče,voj
mali,h	malih
deoničar,a	deo,ni,čara
nepošten,o	nepo,šteno
deoničar,ima	deo,ni,čarima
tajkun,i	tajku,ni
povećanje,m	povećanjem
uobičajen,o	uobičajeno
različit,e	različite
deoničar,e	deo,ni,čare
proizvođač,a	proizvođača
naj,prodavan,ije	najproda,va,nije
lobist,e	lobi,ste
sedište,m	sedištem
priprema,ma	pripremama
španski,h	špa,nskih
španski,m	špa,nskim
luis,om	lui,som
rodrigez,om	rodri,ge,zom
zapatero,m	zapa,terom
madrid,u	madridu
oblast,ima	oblastima
simeon,om	si,meo,nom
sastanak,a	sastanaka
stol,om	stolom
mogućnost,ima	mogućnostima
stol,u	stolu
društven,og	društvenog
rezultat,a	rezultata
red,u	redu
stav,ova	stavova
svečanost,i	svečanosti
madrid,a	madrida
priznanje,m	prizna,njem
doprinos,a	doprinosa
mladost,i	mladosti
dom,a	doma
egzil,u	eg,zi,lu
department,a	depart,menta
podsekretar,om	podse,kreta,rom
marko,m	mar,kom
grosman,om	gro,sma,nom
evroatlantski,h	evro,atla,ntskih
moguć,e	moguće
musliman,a	muslimana
vojislav,om	voji,slavom
boris,om	bori,som
tadić,em	ta,di,ćem
svetozar,om	sveto,za,rom
marović,em	ma,rovi,ćem
vuk,om	vu,kom
drašković,em	dra,škovi,ćem
mladić,a	mladi,ća
nalog,a	naloga
bivši,h	bivših
vlastimir,a	vlasti,mira
đorđević,a	đorđe,vića
sreten,a	sre,tena
pavković,a	pav,kovića
vladimir,a	vladimira
lazarević,a	lazare,vića
moć,i	moći
grosman,u	gro,s,manu
posvećenost,i	posvećenosti
optužen,og	optuženog
naj,tražen,ija	najtraže,nija
osumnjičen,a	osumnji,čena
mksj,-a	m,ks,j,-,a
pun,a	puna
plan,ove	planove
jadran,u	jadranu
prijateljski,h	prijatelj,skih
otvoren,ih	otvorenih
dve,ju	dveju
slovenački,m	slovena,čkim
anton,om	anto,nom
rop,om	ro,pom
novembarski,m	novembar,skim
februar,u	februaru
datum,a	datuma
berlin,u	berlinu
irski,m	i,rskim
berti,jem	ber,ti,jem
ahern,om	a,her,nom
šestomesečni,m	šesto,mese,čnim
mandat,om	manda,tom
ginter,om	g,inte,rom
ferhojgen,om	fer,ho,j,genom
povratnik,a	povratnika
raseljen,ih	raseljenih
pogođen,im	pogo,đenim
fotograf,i	fotografi
fotograf,a	fotografa
rad,ove	radove
štampan,im	štampa,nim
tvoj,im	tvojim
tomislav,u	tomi,slavu
georgijev,u	geor,gije,vu
arhus,u	ar,hu,su
prvak,a	prvaka
parter,u	par,teru
preskok,u	presko,ku
kozlić,a	ko,z,lića
vežba,ma	vežbama
razboj,u	raz,boju
srebrn,u	srebr,nu
bronzan,u	bron,zanu
višeboj,u	više,boju
ostali,h	ostalih
učesnik,a	učesnika
karika,ma	kari,kama
planina,ma	planinama
zemljotres,u	zemljotre,su
poreklo,m	poreklom
naj,talentovan,ijih	naj,tale,ntova,nijih
festivalski,h	festival,skih
florijan,a	flo,rijana
donersmark,a	do,ner,sma,rka
žiri,ja	žirija
porumboju,a	po,rum,boju,a
bukurešt,a	bu,kure,šta
biometrijski,m	bio,met,rijskim
karta,ma	kartama
crnogorski,m	crnogor,skim
milan,om	mila,nom
roćen,om	ro,ćenom
sporazum,i	sporazumi
pun,o	puno
domen,ima	dome,nima
turist,ima	turistima
ulcinj,u	u,lci,nju
pasoš,a	paso,ša
moj,a	moja
moj,u	moju
pun,e	pune
gaš,i	ga,ši
sporazum,om	sporazumom
godina,ma	godinama
migracija,ma	migra,cijama
putni,h	putnih
sporazum,ima	sporazumima
moguć,em	mogućem
sporazum,u	sporazumu
datum,e	datume
kandidat,ima	kandidatima
država,ma	državama
seminar,u	seminaru
dokument,e	dokumente
slab,og	slabog
privilegovan,o	privilegova,no
gol,ove	go,love
živ,lji	ži,vlji
stav,ovi	stavovi
dobrosusedski,h	dobro,su,sed,skih
stacioniran,ih	sta,cionira,nih
umor,u	umo,ru
samit,om	sami,tom
usvajanje,m	usvajanjem
njen,a	njena
različit,im	različitim
određivanje,m	odre,đivanjem
reper,a	re,pera
reformski,m	refor,mskim
poduhvat,ima	podu,hvati,ma
jezik,u	jeziku
tekst,a	teksta
majkrosoftov,e	maj,kro,sof,tove
program,e	programe
naziv,a	naziva
softverski,h	softverskih
element,i	elementi
meni,ja	menija
prevod,a	prevoda
poznat,im	poznatim
lingvist,ima	lingvi,stima
kompjuter,a	kompjutera
majkrosoft,a	maj,kro,so,fta
makedonac,a	makedo,naca
korisnik,a	korisnika
majkrosoftov,ih	maj,kro,sof,tovih
piratski,h	pi,ra,tskih
softver,a	softvera
licencirani,h	licenci,ranih
autorski,h	autorskih
nasleđe,m	nasleđe,m
ratni,h	ratnih
jedinstven,og	jedinstvenog
mehanizam,a	mehanizama
chp,-a	c,hp,-,a
vid,ova	vidova
činjenica,ma	činjenicama
protokol,u	protokolu
prošlost,i	prošlosti
usklađen,ih	uskla,đenih
ratni,m	ratnim
zločin,ima	zločinima
bilten,u	bil,tenu
mirsad,a	mirsa,da
document,e	do,cu,mente
određen,i	određeni
osumnjičen,ima	osumnji,če,nima
zločin,i	zločini
neorganizovan,ih	ne,organi,zovanih
određen,ih	određenih
neodređen,ih	neod,ređenih
student,e	studente
aktivist,e	aktivi,ste
tema,ma	temama
ešdaunov,a	e,š,da,u,nova
pedi,ja	pedi,ja
ešdaun,a	e,š,da,una
suštinski,m	sušti,nskim
princip,ima	principima
dogovor,u	dogovoru
izvodljivost,i	izvod,ljivosti
sds,-a	sds,-,a
policijski,m	policijskim
neprihvatljiv,e	neprihvat,ljive
potpun,i	potpuni
prosperitet,a	prosperi,teta
izgled,i	iz,gledi
entitet,a	entiteta
zasnovan,ih	zasnovanih
dragan,a	dragana
čović,a	čo,vića
milorad,a	milorada
dodik,a	do,dika
napor,ima	naporima
avaz,u	ava,zu
kapacitet,om	kapacitetom
brčko,m	br,čkom
fikret,a	fi,kreta
hasanović,a	ha,sa,novića
pan,a	pana
panić,a	pa,nića
atentat,om	atenta,tom
đinđić,a	đinđi,ća
ubistvo,m	ubi,stvom
zoran,a	zorana
ultranacionalist,e	ultra,na,ciona,liste
šešelj,a	šeše,lja
đinđićev,o	đinđi,ćevo
luković,a	lu,kovića
osumnjičen,og	osumnji,čenog
paravojni,h	paravoj,nih
slobodan,a	slobodana
milošević,a	miloševića
luković,u	lu,koviću
optužen,ima	optuže,nima
velik,ih	velikih
razmer,a	razmera
paravojni,m	paravoj,nim
struktura,ma	strukturama
formiran,im	formira,nim
rat,ova	ratova
komandant,a	komandanta
jso,-a	j,so,-,a
automobil,a	automobila
reformist,a	reformi,sta
nacionalist,e	naciona,liste
tomić,a	tomi,ća
rade,ta	rade,ta
bulatović,a	bula,tovića
savetnik,a	savetnika
atentat,a	atenta,ta
slučaj,a	slučaja
đinđićev,e	đinđi,ćeve
suđenje,m	su,đenjem
propust,a	propusta
sekulić,a	seku,lića
milan,a	milana
miljojković,a	mi,ljoj,kovića
bekim,a	be,kima
fehmiju,a	fe,h,miju,a
istaknut,u	istaknu,tu
stan,u	stanu
glumčev,a	glum,čeva
prizren,a	priz,rena
ljubitelj,i	ljubitelji
fehmiju,u	fe,h,miju,u
film,ove	filmove
narod,ima	narodima
gvozden,e	gvoz,dene
blok,a	bloka
naj,čuven,ijih	naj,ču,ve,nijih
pijan,i	pijani
go,lim	golim
fehmijuov,e	fe,h,miju,ove
režiser,ima	reži,se,rima
film,ovima	filmovima
pad,u	padu
poznat,a	poznata
visok,oj	visokoj
smrtnost,i	smrtnosti
pad,om	padom
živorođeni,h	živo,ro,đenih
društven,ih	društvenih
razvod,om	razvo,dom
brak,a	braka
karijera,ma	karije,rama
sociodemografski,m	socio,demo,grafskim
abortus,ima	abor,tu,sima
instat,-a	in,sta,t,-,a
neprijavljen,e	neprija,vljene
abortus,e	abor,tu,se
vezan,i	vezani
mlad,im	mladim
dete,tu	detetu
abortus,i	abor,tu,si
dervišijev,im	der,vi,šije,vim
roditelj,i	roditelji
nov,ije	novije
sused,i	suse,di
balkanski,m	balka,nskim
berza,ma	ber,zama
milion,e	milione
ktv,-u	k,tv,-,u
posmatrač,i	posmatra,či
vladin,i	vladi,ni
predostrožnost,i	predostrožnosti
nejak,e	neja,ke
žarkuov,o	žar,ku,ovo
insajt,u	in,saj,tu
emigrant,i	emigra,nti
banka,ma	bankama
kolaps,a	kola,psa
rast,a	rasta
godišnji,m	godišnjim
rast,om	rastom
institut,om	institu,tom
privremen,o	privremeno
srednji,h	srednjih
privremen,og	privremenog
nezaposlen,ima	nezaposle,nima
institucija,ma	institucijama
enver,a	en,vera
diktatorski,m	dikta,torskim
režim,om	režimom
nadolazeći,h	nadolaze,ćih
vladar,a	vladara
naj,izolovan,ijom	naji,zo,lova,nijom
prostor,a	prostora
list,a	lista
karajev,i	ka,raje,vi
diktator,u	dikta,toru
bogat,iji	bogatiji
identitet,u	identitetu
brz,og	brzog
problem,i	problemi
noga,ma	nogama
sam,i	sami
prepreka,ma	preprekama
tvrdoglav,i	tvrdogla,vi
džejms,a	džej,msa
bejker,a	bej,kera
posed,a	pose,da
zaplenjen,ih	zaple,njenih
manjina,ma	manji,nama
glasnik,u	glasniku
dom,ove	domove
nezbrinut,u	nez,bri,nu,tu
različitost,i	različitosti
hrišćanski,h	hrišća,nskih
jevrejski,h	jevre,jskih
zahtev,e	zahteve
turski,m	tur,skim
rok,u	roku
fondacija,ma	fonda,cijama
odvojen,oj	odvoje,noj
manjinski,m	manji,nskim
grupa,ma	grupama
manjinski,h	manjinskih
amandman,ima	amand,manima
treći,m	trećim
strana,ma	stranama
nerešen,o	nere,šeno
ustav,u	usta,vu
ran,ijih	ranijih
mahčupjan,u	mah,ču,p,janu
nemusliman,i	ne,musli,mani
decenija,ma	decenijama
smer,u	smeru
imovinski,h	imovi,nskih
nemuslimanski,h	ne,musli,man,skih
trening,u	treningu
stadion,u	stadionu
meč,a	meča
tim,a	tima
bolest,i	bolesti
osnivač,a	osnivača
pozorišni,h	pozori,šnih
rovinj,u	rovi,nju
salon,u	salonu
rad,ovi	radovi
luksemburg,a	lukse,mbu,rga
pakistan,a	paki,stana
višegrad,u	više,gradu
ujedinjen,e	ujedinje,ne
krdžali,ju	kr,dža,liju
seminar,a	seminara
renomiran,i	re,nomi,rani
ekspert,i	eksperti
koncert,e	koncerte
poznati,h	poznatih
kompozitor,a	kompozitora
liponenov,om	li,pone,novom
masmedij,a	ma,sme,dija
prav,u	pravu
interes,i	interesi
interes,ima	interesima
prednost,i	prednosti
čest,a	česta
vlasnik,e	vlasnike
direktor,e	direk,tore
urednik,a	urednika
sudski,h	sudskih
postupak,a	postupaka
liponenov,e	li,pone,nove
uvodnik,u	uvod,niku
liponen,a	li,pone,na
list,ova	listova
zajednica,ma	zajednicama
motivisan,a	motivi,sana
opštinski,h	opštinskih
prijem,ima	prije,mima
događaj,e	događaje
haos,a	ha,osa
sprovođenje,m	sprovođenjem
ustav,om	usta,vom
aparat,a	aparata
frižider,a	friži,dera
zamrzivač,a	zamr,ziva,ča
budžetski,m	budže,tskim
suficit,om	su,fici,tom
deficit,om	defici,tom
spor,ijeg	sporije,g
ulog,a	uloga
stran,ih	stranih
muzičar,a	muzičara
ijan,a	i,jana
braun,a	bra,una
planiran,a	planirana
masakr,a	masa,kra
exit,-u	ex,it,-,u
sad,u	sadu
posetilac,a	posetilaca
izvođač,a	izvođača
akreditovan,ih	akredi,tovanih
izveštač,i	izvešta,či
bbc,-a	bbc,-,a
mtv,-a	m,tv,-,a
ljubitelj,e	ljubitelje
i,'m	i,',m
izvođač,ima	izvođa,čima
andervorld,a	ander,vor,lda
posleratni,h	poslera,tnih
naj,poznat,iji	najpoznatiji
koren,e	korene
opis,a	opisa
ovogodišnji,h	ovo,godišnjih
glastonberi,ja	gla,ston,be,rija
društven,im	društvenim
tih,u	ti,hu
tekst,u	tekstu
napad,i	napadi
exit,-a	ex,it,-,a
pominjanje,m	pomi,nja,njem
masakr,u	ma,sak,ru
mnoštvo,m	mnoštvom
hrvat,ima	hrvatima
drugi,ma	drugima
rat,u	ratu
sad,a	sada
petrovaradin,u	petrovara,dinu
nasmejan,a	nasme,jana
festival,i	festi,vali
društven,a	društvena
hašim,om	ha,ši,mom
tači,jem	ta,či,jem
diplomatski,m	diploma,tskim
hašim,u	ha,ši,mu
tači,ju	ta,čiju
jakup,om	jaku,pom
krasnići,jem	kra,sni,ći,jem
zamenik,om	zameni,kom
leri,jem	le,rijem
rosin,om	ro,si,nom
rumunski,m	rumu,nskim
adrijan,om	ad,rija,nom
čorojanu,om	čo,roja,nu,om
hose,a	ho,sea
luis,a	lu,isa
rodrigez,a	rodri,ge,za
zapater,a	zapa,tera
gost,iju	gostiju
nemački,m	nemačkim
štajnmajer,om	šta,jn,maj,e,rom
brz,o	brzo
potpun,e	potpune
guverner,a	guvernera
delegat,a	delegata
vodeći,h	vodećih
žan,om	ža,nom
lemijer,om	le,mije,rom
investitor,ima	investitorima
očekivan,og	očekivanog
biznis,om	bizni,som
potpredsednik,om	potpredsed,nikom
miroljub,om	miro,lju,bom
labus,om	labu,som
projekt,ima	projektima
ton,u	tonu
potpun,im	potpunim
uspeh,om	uspehom
rat,a	rata
narod,i	narodi
lak,ši	lakši
kongres,u	kongresu
kofi,ja	ko,fija
anan,a	ana,na
prihvatljiv,og	prihvat,ljivog
demokrata,ma	demokra,tama
priznat,i	priznati
udar,a	udara
skor,o	skoro
rezolucija,ma	rezolu,cijama
vremenski,m	vremenskim
okvir,om	okvirom
redžep,a	red,že,pa
tajip,a	ta,ji,pa
erdogan,a	erdo,gana
aerodrom,i	aerodro,mi
brod,ove	brodove
avion,e	avione
obim,a	obima
sali,jem	sa,lijem
žestok,u	žesto,ku
kritičar,i	kritičari
edi,ja	e,dija
problem,om	problemom
pojedinac,a	pojedinaca
zakon,om	zakonom
neuobičajen,o	neuobičajeno
otkaz,a	otkaza
osoba,ma	osobama
status,om	statusom
službenik,a	službenika
njen,im	njenim
strog,om	stro,gom
faktor,om	faktorom
visok,e	visoke
ostali,m	ostalim
nosilac,a	nosilaca
monopol,ima	mono,po,lima
višegodišnji,h	više,godišnjih
monopol,a	mono,pola
pogodnost,i	pogodnosti
monopolist,i	mono,po,listi
biznismen,a	biznis,mena
opterećen,i	optere,ćeni
cena,ma	cenama
monopol,i	mono,poli
kartel,i	kar,teli
monopolistički,h	mono,po,lističkih
proizvođač,e	proizvođače
domaći,h	domaćih
mmf,-a	mmf,-,a
monopol,e	mono,pole
prehramben,oj	prehrambe,noj
mali,m	malim
prihod,ima	prihodima
nezaposlen,i	nezaposle,ni
kartel,e	karte,le
reč,i	reči
neobuzdan,a	neo,bu,zda,na
nezakonit,o	nezakonito
stan,a	stana
unuk,a	unuka
intelektualac,a	intelektualaca
organizovan,a	organizovana
dokument,u	dokumentu
civil,a	civila
saopštenje,m	saop,štenjem
penzionisan,i	penzioni,sani
pridruživanje,m	pridruži,vanjem
saveznik,a	saveznika
ostali,ma	ostalima
mek,i	me,ki
star,e	stare
rat,ovi	ratovi
raspad,a	raspada
jednak,i	jednaki
klimav,im	klima,vim
temelj,ima	temeljima
prihod,e	prihode
marković,em	mar,kovićem
blok,u	bloku
diplomiran,i	diplomirani
bogat,i	bogati
most,a	mosta
mihail,u	mihai,lu
jovović,u	jovo,viću
urednik,u	ured,niku
vijest,i	vijesti
glava,ma	glavama
komunistički,m	komunisti,čkim
vreme,nima	vremenima
neuspeh,a	neuspeha
izazov,i	izazovi
nedelja,ma	nedeljama
stvarnost,i	stvarnosti
loš,e	loše
slab,a	slaba
nezaposlenost,i	nezaposlenosti
novčan,e	novčane
slab,om	sla,bom
stručnost,i	stručnosti
ran,ijim	ranijim
izveštaj,em	izvešta,jem
euleks,-om	eu,leks,-,om
mustaf,a	mustafa
nov,o	novo
transparens,i	transpa,ren,si
internešenel,a	interne,še,nela
naj,nov,ije	najnovije
severni,m	sever,nim
sastav,u	sastavu
bamir,om	ba,mirom
topi,jem	to,pi,jem
američki,m	američkim
ambasador,om	ambasa,do,rom
džon,om	džo,nom
viters,om	vi,ter,som
pravosudni,m	pravosu,dnim
izborni,m	izbornim
fudbalski,h	fudbal,skih
balkan,om	balka,nom
fudbalski,m	fudbal,skim
liga,ma	li,gama
kvalifikacioni,h	kvalifika,cionih
hrvat,a	hrvata
prevara,ma	prevara,ma
namešten,ih	name,štenih
nemački,h	nemačkih
fenerbahče,a	fe,ner,bah,če,a
ulm,a	ul,ma
igrač,a	igrača
genčlerbirligi,ja	gen,č,ler,bir,li,gija
džavdžavljev,ih	dža,v,dža,vlje,vih
sport,u	sportu
dokaz,e	dokaze
sportski,h	sportskih
skandal,a	skandala
poverljiv,ih	pover,ljivih
sumnjiv,im	sumnji,vim
utakmica,ma	utakmicama
klupski,h	klu,pskih
brz,im	brzim
rasprostranjen,iji	rasprostra,nje,niji
msp,-om	msp,-,om
predstavljen,i	predstavljeni
pravni,h	pravnih
usmen,e	usmene
argument,e	argumente
jordan,a	jor,dana
integritet,a	integriteta
pravo,m	pravom
miloševićev,a	miloševi,ćeva
pravni,m	pravnim
naslednik,om	nasle,dni,kom
integritet,u	integri,tetu
odvojen,e	odvojene
suveren,e	suve,rene
usmen,og	usmenog
sudski,m	sudskim
proces,ima	procesima
rođak,a	rođaka
obzir,a	obzira
krivični,h	krivičnih
kriminalac,a	krimina,laca
kriminalistički,h	krimina,lističkih
nemoguć,a	nemoguća
otpadni,h	otpadnih
priobalni,m	prioba,lnim
naj,izolovan,ijih	naji,zo,lova,nijih
zatvoren,ih	zatvorenih
dubina,ma	dubi,nama
kiseonik,a	kiseonika
kiseonik,om	kiseonikom
sloj,u	sloju
osetljiv,o	oset,ljivo
poremećaj,e	poremećaje
ekosistem,a	ekosistema
neodrživ,e	neodrži,ve
prinos,ima	prinosi,ma
jevtin,ijim	je,v,ti,nijim
raširen,e	raši,rene
pesticid,a	pesticida
priobalni,h	prioba,lnih
sliv,u	slivu
ulov,i	u,lovi
šlep,ovi	š,le,povi
dopisnik,u	dopi,sniku
setimes,-a	se,time,s,-,a
ribar,a	ri,bara
šekip,a	še,ki,pa
jalčin,a	j,al,čina
obalski,h	oba,l,skih
imejl,om	ime,j,lom
projekt,i	projekti
odgovor,u	odgovoru
otpad,a	otpada
projekt,e	projekte
seoski,h	seoskih
otpadni,m	otpadnim
hranljiv,im	hranljivim
materija,ma	materijama
organizam,a	organizama
preteran,og	pretera,nog
pogoršan,om	pogorša,nom
prečišćen,ih	prečišće,nih
kanalizacion,ih	kanaliza,cionih
nedomorodački,h	nedo,mo,roda,čkih
čvrst,og	čvrstog
azotni,h	azo,tnih
fosforni,h	fosfor,nih
dunav,a	dunava
obalni,h	oba,lnih
more,m	morem
tri,ma	trima
protokol,ima	protoko,lima
istanbul,u	istanbulu
navod,ima	navodima
hranljiv,ih	hranljivih
industrijski,h	industrijskih
autor,i	autori
produktivnost,i	produktivnosti
reka,ma	re,kama
sam,o	samo
hemijski,h	hemijskih
zagađivač,a	zagađivača
