jeremić,a	jer,emi,ća
nato,-a	nato,-,a
vankuver,a	van,ku,vera
vladivostok,a	vladi,vost,oka
dokument,ima	dokumentima
obračun,u	obračun,u
pretnja,ma	pret,njama
sigurnost,i	sigurnosti
materijal,ima	materijalima
format,u	format,u
zločin,a	zločina
prevremen,i	prev,remeni
tržišni,h	tržišni,h
postignut,og	postignut,og
održiv,og	održivog
konflikt,a	konflikt,a
jap,a	ja,pa
hop,a	ho,pa
šefer,a	še,fera
pasi,ja	p,asi,ja
širok,e	širok,e
plakat,a	pla,kata
birač,a	birač,a
kandidat,e	kandidat,e
kandidat,i	kandidat,i
skup,ove	skupo,ve
plav,o	plav,o
crven,e	crven,e
pobednik,u	pobedni,ku
širok,a	širok,a
pokazatelj,a	pokazatelja
žestok,a	že,stok,a
bilbord,e	bil,bor,de
podeljen,e	podeljen,e
crven,o	crveno
plav,oj	plav,oj
crven,oj	crveno,j
formulisan,a	formulisan,a
hdz,-u	h,d,z,-,u
pomoćnik,a	pomoćni,ka
sanader,a	san,ade,ra
jurčić,u	j,ur,čić,u
donator,a	dona,tora
izborni,h	izborni,h
poslanički,h	poslani,čkih
azil,u	azil,u
sudan,a	sud,ana
veroispovest,i	vero,ispo,vesti
privatnost,i	privatnosti
katić,a	kat,ića
pasoš,em	pas,oše,m
zdravstven,u	zdravstven,u
pretendent,e	prete,nden,te
prvi,m	prvim
priznavanje,m	priznavanj,em
sistem,a	sistema
zahtev,a	zahteva
podneti,h	podnet,ih
bangladeš,a	ban,gla,deša
sadam,a	sada,ma
husein,a	h,use,ina
aerodrom,e	aerodrom,e
moguć,om	moguć,om
moguć,im	mogući,m
odlaganje,m	odla,ganje,m
govor,u	govoru
helsinki,ju	he,ls,ink,iju
brisel,om	brisel,om
avion,ima	avion,ima
kiparski,h	kip,arskih
linija,ma	linija,ma
puč,a	pu,ča
spor,ih	spor,ih
moguć,i	mogući
sam,im	samim
stav,u	stavu
naftovod,a	naft,ovod,a
složen,og	složeno,g
projekt,a	projekta
ruski,m	ruski,m
viktor,om	viktor,om
kristenko,m	krist,enko,m
iznos,u	iznosu
sirov,a	sirov,a
aleksandropolis,a	aleksandr,opol,isa
egej,a	e,ge,ja
burgas,a	b,urg,asa
kapacitet,a	kapaciteta
naftovod,om	naft,ovod,om
moreuz,a	more,uza
jeftin,ije	jeftinij,e
barel,a	bare,la
sirov,e	sirov,e
vlasnički,h	vlasni,čkih
tehnički,h	tehničkih
ekonomski,h	ekonomskih
parametar,a	parametara
predložen,og	predloženo,g
naj,isplativ,ija	naj,isplati,vija
uslov,i	uslovi
zainteresovan,e	zainteresovan,e
koordinator,a	koordinat,ora
partner,ima	partneri,ma
skok,u	skok,u
skok,a	skok,a
otvoren,om	otvorenom
film,ovi	filmovi
karneval,ima	kar,nev,alima
ritual,ima	ritual,ima
održan,im	održan,im
patras,u	p,atra,su
izvođač,i	izvođači
japan,a	japan,a
festival,a	festivala
režiser,a	reži,ser,a
semih,a	se,mi,ha
kaplanoglu,a	k,apla,nog,lu,a
nirnberg,u	n,irn,ber,gu
festival,u	festival,u
dugometražni,h	dugo,metra,žnih
igrani,h	igran,ih
svoj,om	svojom
smrt,i	smrti
heroj,a	heroj,a
adem,a	a,dem,a
jašari,ja	ja,šar,ija
događaj,a	događaja
organizovan,og	organizovanog
pravosudni,h	pravosu,dnih
spremnost,i	spremnost,i
određen,og	određenog
januar,u	januar,u
konkurentnost,i	konkurentnosti
ekspertski,h	ekspert,skih
meglen,om	me,gle,nom
kunev,om	ku,nev,om
sergej,em	ser,ge,jem
stanišev,im	stan,iše,vim
broj,a	broja
evropski,h	evropskih
fond,ova	fond,ova
budućnost,i	budućnosti
komesar,om	kome,sar,om
oli,jem	o,lije,m
planiran,im	planirani,m
strukturni,m	strukturni,m
niz,u	nizu
bombaški,h	bomba,ških
mlad,ima	mladi,ma
slogan,a	slo,gana
pano,ima	pan,oi,ma
spot,ovi	spot,ovi
poznat,e	poznate
sve,ga	svega
podmladak,a	pod,mlad,aka
mlad,i	mladi
zabrinut,i	zabrinut,i
etički,h	etičkih
organizovan,i	organizovani
analitičar,a	analitič,ara
rezultat,e	rezultate
poster,a	poste,ra
spot,a	spot,a
zainteresovan,i	zainteresovani
život,a	života
ideal,a	ideal,a
politički,m	političkim
igrač,i	igrači
izlaznost,i	izlaz,nosti
rezultat,ima	rezultatima
moguć,a	moguća
društven,u	društvenu
njihov,i	njihovi
profil,e	profil,e
fejsbuk,u	fe,js,buk,u
internet,a	interneta
zapadni,m	zapadni,m
demokratija,ma	demokratij,ama
žestok,e	že,stok,e
socijaldemokrat,a	socijaldemokrat,a
opozicioni,h	opozici,onih
kabinet,a	kab,inet,a
stvaranje,m	stvaranje,m
predstojeći,h	predst,ojeć,ih
uzor,u	uzor,u
političar,e	političar,e
vasić,a	vas,ića
portal,u	portal,u
blog,ove	blo,gove
bloger,ima	blo,geri,ma
progres,a	progres,a
snsd,-a	s,ns,d,-,a
post,ove	posto,ve
blog,u	blo,gu
događaj,ima	događajima
protivnik,e	protivnik,e
rad,u	radu
rasprostranjen,ija	rasprostranjen,ija
frekventnost,i	frekventn,osti
mobing,a	mobi,nga
izraz,a	izraza
učestalost,i	učestalosti
oblik,a	oblika
loš,ih	loši,h
kolega,ma	kolega,ma
statut,ima	statu,tima
spor,ovi	sporo,vi
poslodavac,a	poslodavac,a
zaposlen,ih	zaposlenih
proces,a	procesa
zavisnost,i	zavisnosti
prekršaj,a	prekršaj,a
papir,u	papir,u
obazriv,iji	oba,zr,ivi,ji
propis,a	propisa
prelaz,u	prelaz,u
kosovo,m	kosovo,m
naj,nov,ijim	naj,novij,im
akt,i	akti
tamošnji,h	tamo,šnjih
odnos,ima	odnosima
barikada,ma	bar,ikada,ma
neprihvatljiv,o	nepri,hvatljiv,o
naj,nov,ijem	naj,novije,m
događaj,u	događaj,u
interes,e	interese
vaš,em	vaše,m
akter,i	akteri
dijalog,u	dijalog,u
instrument,om	instrument,om
uspeh,a	uspeha
interes,u	interesu
čitav,e	čitav,e
tehnički,m	tehnički,m
kontekst,u	kontekstu
čitav,og	čitavog
naj,nov,iji	naj,novij,i
događaj,i	događaji
neprihvatljiv,i	nepri,hvatljiv,i
proces,e	procese
njihov,ih	njihovih
prioritet,e	prioritet,e
krajnji,h	krajnji,h
rok,ova	rokova
njen,om	njenom
predlog,u	predlog,u
status,u	status,u
nadziran,u	nad,ziran,u
stanovnik,a	stanovnika
ambasador,ima	ambasador,ima
predlog,e	predlog,e
muškarac,a	muškaraca
tribjun,a	tri,bj,una
agim,a	ag,ima
čeku,a	ä,į,eku,a
prijatelj,i	prijatelji
nerešen,og	nere,šeno,g
narod,a	naroda
duvan,a	duv,ana
radnik,e	radnik,e
ugovor,u	ugovor,u
bulgartabak,a	b,ul,gar,tab,aka
komentar,u	komentar,u
sindikat,a	sindikata
radnik,a	radnika
bulgartabakov,e	b,ul,gar,tab,akov,e
blagojevgrad,u	bl,ago,jev,gradu
pleven,u	pl,even,u
delatnost,i	delatnosti
filijala,ma	fili,jala,ma
invest,a	i,nve,sta
holding,a	hol,ding,a
vlasnik,a	vlasnika
konkurs,a	konkurs,a
ran,ijoj	ranij,oj
finansijski,m	finansijskim
plan,ovima	planovima
sam,a	sama
kredit,a	kredita
autoput,a	auto,puta
suveren,i	suveren,i
koridor,a	kori,dor,a
segment,a	segmenta
dug,og	dugog
jugoistok,u	jugoisto,ku
naplatni,h	naplat,nih
ugovor,a	ugovora
investicija,ma	investicija,ma
tunel,a	tu,nela
most,ova	most,ova
nadvožnjak,a	nad,vožnj,aka
podvožnjak,a	podv,ož,njaka
prelaz,a	prelaza
tabanovci,ma	tab,anov,cima
negotin,u	n,ego,tinu
konsultant,a	konsult,anta
obelodanjen,im	obel,odan,jenim
tender,u	tende,ru
konzorcijum,a	konz,orci,juma
investitor,a	investitora
hotel,a	hotela
turistički,h	turističkih
put,eva	puteva
odsek,a	odse,ka
potpisivanje,m	potpis,ivanjem
oblik,u	obliku
budžet,a	budžeta
kompanija,ma	kompanijama
porodica,ma	porodica,ma
ideja,ma	ideja,ma
njihov,oj	njihovoj
magazin,a	maga,zina
niko,ga	niko,ga
ženski,h	ženski,h
rukovodilac,a	rukovodilac,a
sopstven,i	sopstveni
kredit,ima	kredit,ima
fond,a	fonda
bankarski,m	bankarsk,im
trenutak,a	trenutak,a
noć,i	noći
kredit,e	kredit,e
moj,oj	moj,oj
poštovanje,m	poštovanje,m
džentlmen,i	dže,nt,lm,eni
istrajnost,i	istra,jnost,i
usluga,ma	usluga,ma
tekstil,a	tekst,ila
konsalting,a	kons,alt,inga
žena,ma	ženama
prosek,a	prosek,a
program,i	programi
indikator,i	indikatori
broj,u	broju
biznis,u	biznis,u
retki,h	retk,ih
šmatko,m	åł,mat,kom
rosatom,a	ro,sat,oma
jedinstven,u	jedinstven,u
žestok,i	že,stok,i
izvor,e	izvor,e
naš,a	naša
odbor,a	odbora
energetski,h	energetskih
objekt,om	objekt,om
visok,im	visokim
seizmički,m	se,izmi,čkim
aktivnost,ima	aktivnostima
verski,h	verski,h
spomenik,a	spomenika
izaslanik,a	iza,slanik,a
fatmir,om	fa,tm,irom
sejdiu,om	se,jd,i,uo,m
verski,m	verski,m
zona,ma	zona,ma
spomenik,e	spomenik,e
zaštićen,e	zaštićen,e
mnogi,h	mnogih
detalj,a	detalja
stav,ovima	stavovima
pokušaj,ima	pokušaj,ima
lider,e	lider,e
održiv,i	održiv,i
rohanov,a	ro,han,ova
marti,ja	marti,ja
ahtisari,ja	a,ht,isa,rija
albanac,a	alban,aca
ishod,a	ishoda
vašington,a	vašington,a
prav,i	pravi
urban,a	urban,a
partner,i	partneri
gledalac,a	gledala,ca
evroimidž,a	evr,oi,mid,ža
mlad,om	mlado,m
doktor,u	doktor,u
gotov,a	gotov,a
distributer,a	distribut,era
glumac,a	glumac,a
naj,poznat,ijih	najpoznatiji,h
snimatelj,a	snima,telja
režiser,om	reži,ser,om
kristof,om	krist,of,om
kišlovski,m	ki,šlo,vski,m
avijatičar,a	a,vija,tičar,a
film,om	filmo,m
lav,a	lava
novost,i	novost,i
dnevnik,a	dnevni,ka
buls,e	b,ul,se
kings,e	kin,g,se
kapital,a	kapitala
divčev,e	di,vč,eve
dnevnik,u	dnevni,ku
kapital,u	kapital,u
divčev,oj	di,vč,evoj
mali,h	malih
deoničar,a	deo,ničar,a
nepošten,o	nepo,šteno
deoničar,ima	deo,ničar,ima
tajkun,i	taj,kun,i
povećanje,m	povećanjem
uobičajen,o	uobičajeno
različit,e	različite
deoničar,e	deo,ničar,e
proizvođač,a	proizvođača
naj,prodavan,ije	najpr,odava,nije
lobist,e	lob,iste
sedište,m	sedište,m
priprema,ma	priprema,ma
španski,h	špansk,ih
španski,m	špansk,im
luis,om	l,uis,om
rodrigez,om	rod,rig,ezo,m
zapatero,m	zapa,tero,m
madrid,u	ma,dri,du
oblast,ima	oblastima
simeon,om	sim,eon,om
sastanak,a	sastanak,a
stol,om	stol,om
mogućnost,ima	mogućnostima
stol,u	stol,u
društven,og	društvenog
rezultat,a	rezultata
red,u	redu
stav,ova	stavova
svečanost,i	svečano,sti
madrid,a	ma,dri,da
priznanje,m	priznanje,m
doprinos,a	doprinosa
mladost,i	mlado,sti
dom,a	doma
egzil,u	egz,ilu
department,a	dep,art,menta
podsekretar,om	podse,kreta,rom
marko,m	marko,m
grosman,om	gr,osma,nom
evroatlantski,h	evro,atl,ant,skih
moguć,e	moguće
musliman,a	musliman,a
vojislav,om	vojislav,om
boris,om	boris,om
tadić,em	ta,dić,em
svetozar,om	sveto,zar,om
marović,em	mar,oviće,m
vuk,om	vuk,om
drašković,em	dr,aško,viće,m
mladić,a	mlad,ića
nalog,a	nalog,a
bivši,h	bivši,h
vlastimir,a	vla,stim,ira
đorđević,a	đorđević,a
sreten,a	sre,tena
pavković,a	pav,kovića
vladimir,a	vladimira
lazarević,a	lazarević,a
moć,i	moći
grosman,u	gr,osma,nu
posvećenost,i	posvećenost,i
optužen,og	optužen,og
naj,tražen,ija	najt,raženij,a
osumnjičen,a	osumnjičen,a
mksj,-a	m,k,s,j,-,a
pun,a	puna
plan,ove	planov,e
jadran,u	ja,dra,nu
prijateljski,h	prijateljski,h
otvoren,ih	otvoreni,h
dve,ju	dve,ju
slovenački,m	slovenačk,im
anton,om	anton,om
rop,om	ro,pom
novembarski,m	novembar,skim
februar,u	februar,u
datum,a	datum,a
berlin,u	berlin,u
irski,m	irsk,im
berti,jem	ber,tije,m
ahern,om	a,her,nom
šestomesečni,m	šesto,mesečn,im
mandat,om	mandat,om
ginter,om	g,inter,om
ferhojgen,om	fe,rh,oj,geno,m
povratnik,a	povratn,ika
raseljen,ih	rase,ljenih
pogođen,im	pogo,đenim
fotograf,i	fotografi
fotograf,a	fotograf,a
rad,ove	radove
štampan,im	štampan,im
tvoj,im	tvoj,im
tomislav,u	tom,islav,u
georgijev,u	ge,org,ijev,u
arhus,u	a,rh,usu
prvak,a	prva,ka
parter,u	part,eru
preskok,u	pres,kok,u
kozlić,a	koz,lić,a
vežba,ma	vežba,ma
razboj,u	razb,oju
srebrn,u	srebrn,u
bronzan,u	bro,nz,anu
višeboj,u	više,boj,u
ostali,h	ostalih
učesnik,a	učesnika
karika,ma	kari,kama
planina,ma	planina,ma
zemljotres,u	zemljo,tres,u
poreklo,m	poreklom
naj,talentovan,ijih	najt,alent,ovani,jih
festivalski,h	festival,skih
florijan,a	f,lori,jana
donersmark,a	don,ers,mark,a
žiri,ja	ži,rija
porumboju,a	por,um,boj,ua
bukurešt,a	b,uku,reš,ta
biometrijski,m	biom,etri,jskim
karta,ma	kart,ama
crnogorski,m	crnogorsk,im
milan,om	milan,om
roćen,om	ro,ćeno,m
sporazum,i	sporazum,i
pun,o	puno
domen,ima	domen,ima
turist,ima	turisti,ma
ulcinj,u	u,lc,inju
pasoš,a	pas,oš,a
moj,a	moja
moj,u	moj,u
pun,e	pune
gaš,i	ga,ši
sporazum,om	sporazum,om
godina,ma	godinama
migracija,ma	migracija,ma
putni,h	putni,h
sporazum,ima	sporazum,ima
moguć,em	moguće,m
sporazum,u	sporazum,u
datum,e	datum,e
kandidat,ima	kandidat,ima
država,ma	državama
seminar,u	semi,naru
dokument,e	dokument,e
slab,og	slabo,g
privilegovan,o	priv,ileg,ovano
gol,ove	gol,ove
živ,lji	življ,i
stav,ovi	stavovi
dobrosusedski,h	dobro,sused,skih
stacioniran,ih	stacion,iranih
umor,u	umor,u
samit,om	sami,tom
usvajanje,m	usvajanje,m
njen,a	njena
različit,im	različitim
određivanje,m	određivanje,m
reper,a	repe,ra
reformski,m	reform,skim
poduhvat,ima	poduhvat,ima
jezik,u	jeziku
tekst,a	teksta
majkrosoftov,e	majk,ros,oft,ove
program,e	programe
naziv,a	naziva
softverski,h	softverski,h
element,i	elementi
meni,ja	meni,ja
prevod,a	prevod,a
poznat,im	poznati,m
lingvist,ima	lingvisti,ma
kompjuter,a	kompjuter,a
majkrosoft,a	majk,ros,oft,a
makedonac,a	makedo,naca
korisnik,a	korisnika
majkrosoftov,ih	majk,ros,oft,ovih
piratski,h	pirat,skih
softver,a	softvera
licencirani,h	licenc,iranih
autorski,h	autorsk,ih
nasleđe,m	nasleđe,m
ratni,h	ratnih
jedinstven,og	jedinstvenog
mehanizam,a	mehanizama
chp,-a	c,h,p,-,a
vid,ova	vidov,a
činjenica,ma	činjenica,ma
protokol,u	protokol,u
prošlost,i	prošlosti
usklađen,ih	usklađen,ih
ratni,m	ratni,m
zločin,ima	zločin,ima
bilten,u	bil,ten,u
mirsad,a	mir,sada
document,e	d,ocu,mente
određen,i	određeni
osumnjičen,ima	osumnjičen,ima
zločin,i	zločin,i
neorganizovan,ih	neo,rganizovan,ih
određen,ih	određenih
neodređen,ih	neo,dređen,ih
student,e	student,e
aktivist,e	aktivi,ste
tema,ma	tema,ma
ešdaunov,a	e,å,¡,da,unov,a
pedi,ja	pe,dija
ešdaun,a	e,å,¡,da,una
suštinski,m	suštinski,m
princip,ima	principima
dogovor,u	dogovor,u
izvodljivost,i	izvod,ljivosti
sds,-a	s,ds,-,a
policijski,m	policijski,m
neprihvatljiv,e	nepri,hvatljiv,e
potpun,i	potpuni
prosperitet,a	pros,peri,teta
izgled,i	izgled,i
entitet,a	entiteta
zasnovan,ih	zasnovani,h
dragan,a	dragana
čović,a	ä,į,ovića
milorad,a	milorad,a
dodik,a	dod,ika
napor,ima	napor,ima
avaz,u	ava,zu
kapacitet,om	kapacitet,om
brčko,m	br,čkom
fikret,a	fi,kreta
hasanović,a	ha,sano,vića
pan,a	pan,a
panić,a	pan,ića
atentat,om	atent,atom
đinđić,a	ä,ĳ,in,đi,ća
ubistvo,m	ubistvo,m
zoran,a	zoran,a
ultranacionalist,e	ultra,nacionalist,e
šešelj,a	še,še,lja
đinđićev,o	ä,ĳ,in,đi,ćev,o
luković,a	luk,ovića
osumnjičen,og	osumnjičen,og
paravojni,h	para,vojnih
slobodan,a	slobodan,a
milošević,a	milošević,a
luković,u	luk,ović,u
optužen,ima	optužen,ima
velik,ih	velikih
razmer,a	razmer,a
paravojni,m	para,vojni,m
struktura,ma	struktura,ma
formiran,im	formiran,im
rat,ova	ratova
komandant,a	komandant,a
jso,-a	j,so,-,a
automobil,a	automobila
reformist,a	reformi,sta
nacionalist,e	nacionalist,e
tomić,a	tom,ića
rade,ta	rad,eta
bulatović,a	b,ulat,ovića
savetnik,a	savetnik,a
atentat,a	atent,ata
slučaj,a	slučaja
đinđićev,e	ä,ĳ,in,đi,ćev,e
suđenje,m	suđenj,em
propust,a	propust,a
sekulić,a	sek,uli,ća
milan,a	milan,a
miljojković,a	mil,joj,kovića
bekim,a	b,ekim,a
fehmiju,a	fe,h,miju,a
istaknut,u	istaknut,u
stan,u	stanu
glumčev,a	glum,čev,a
prizren,a	pr,izre,na
ljubitelj,i	ljubitelj,i
fehmiju,u	fe,h,miju,u
film,ove	filmov,e
narod,ima	narod,ima
gvozden,e	g,voz,dene
blok,a	bloka
naj,čuven,ijih	najč,uven,ijih
pijan,i	pija,ni
go,lim	gol,im
fehmijuov,e	fe,h,miju,ove
režiser,ima	reži,seri,ma
film,ovima	filmovi,ma
pad,u	padu
poznat,a	poznata
visok,oj	visoko,j
smrtnost,i	smrtnost,i
pad,om	pad,om
živorođeni,h	živo,rođen,ih
društven,ih	društvenih
razvod,om	razvo,dom
brak,a	brak,a
karijera,ma	karijer,ama
sociodemografski,m	socio,demografski,m
abortus,ima	abor,tus,ima
instat,-a	i,ns,ta,t,-,a
neprijavljen,e	neprija,vljene
abortus,e	abor,tus,e
vezan,i	vezani
mlad,im	mladi,m
dete,tu	detet,u
abortus,i	abor,tus,i
dervišijev,im	d,ervi,šij,evim
roditelj,i	roditelji
nov,ije	novije
sused,i	sused,i
balkanski,m	balkansk,im
berza,ma	ber,zama
milion,e	milion,e
ktv,-u	k,tv,-,u
posmatrač,i	posmatrač,i
vladin,i	vladin,i
predostrožnost,i	predo,stro,žnosti
nejak,e	ne,jake
žarkuov,o	å,½,ark,uo,vo
insajt,u	ins,ajt,u
emigrant,i	emi,gran,ti
banka,ma	banka,ma
kolaps,a	kola,ps,a
rast,a	rasta
godišnji,m	godišnji,m
rast,om	rastom
institut,om	institut,om
privremen,o	privremeno
srednji,h	srednjih
privremen,og	privremeno,g
nezaposlen,ima	nezaposlen,ima
institucija,ma	institucijama
enver,a	e,nver,a
diktatorski,m	dikt,ator,skim
režim,om	režim,om
nadolazeći,h	nado,laze,ćih
vladar,a	vladar,a
naj,izolovan,ijom	naj,izolovani,jom
prostor,a	prostora
list,a	lista
karajev,i	kara,jevi
diktator,u	dikt,ator,u
bogat,iji	bogati,ji
identitet,u	identitet,u
brz,og	brzo,g
problem,i	problemi
noga,ma	noga,ma
sam,i	sami
prepreka,ma	prepreka,ma
tvrdoglav,i	tvrd,oglav,i
džejms,a	džej,ms,a
bejker,a	b,ej,kera
posed,a	posed,a
zaplenjen,ih	zap,lenj,enih
manjina,ma	manjina,ma
glasnik,u	glasnik,u
dom,ove	dom,ove
nezbrinut,u	nez,brinut,u
različitost,i	različitost,i
hrišćanski,h	hrišćanski,h
jevrejski,h	jevrejsk,ih
zahtev,e	zahteve
turski,m	turski,m
rok,u	roku
fondacija,ma	fondacij,ama
odvojen,oj	odvojen,oj
manjinski,m	manjinsk,im
grupa,ma	grupama
manjinski,h	manjinsk,ih
amandman,ima	aman,dma,nima
treći,m	treći,m
strana,ma	strana,ma
nerešen,o	nere,šeno
ustav,u	ustav,u
ran,ijih	raniji,h
mahčupjan,u	ma,h,ču,p,janu
nemusliman,i	nem,usli,mani
decenija,ma	decenijama
smer,u	smer,u
imovinski,h	imovinsk,ih
nemuslimanski,h	nem,usli,mansk,ih
trening,u	trening,u
stadion,u	stadion,u
meč,a	meč,a
tim,a	tima
bolest,i	bolesti
osnivač,a	osnivač,a
pozorišni,h	pozoriš,nih
rovinj,u	ro,vinj,u
salon,u	sal,onu
rad,ovi	radovi
luksemburg,a	luk,sem,bur,ga
pakistan,a	p,aki,stana
višegrad,u	više,gradu
ujedinjen,e	ujedinjen,e
krdžali,ju	kr,dža,liju
seminar,a	semi,nara
renomiran,i	renom,irani
ekspert,i	ekspert,i
koncert,e	koncert,e
poznati,h	poznatih
kompozitor,a	kompozitor,a
liponenov,om	l,ipo,nen,ovom
masmedij,a	mas,medija
prav,u	pravu
interes,i	interesi
interes,ima	interesima
prednost,i	prednosti
čest,a	česta
vlasnik,e	vlasnik,e
direktor,e	direktor,e
urednik,a	urednik,a
sudski,h	sudski,h
postupak,a	postupaka
liponenov,e	l,ipo,nen,ove
uvodnik,u	uvod,niku
liponen,a	l,ipo,nena
list,ova	listov,a
zajednica,ma	zajednicama
motivisan,a	motivisan,a
opštinski,h	opštinsk,ih
prijem,ima	prijem,ima
događaj,e	događaje
haos,a	ha,osa
sprovođenje,m	sprovođenje,m
ustav,om	ustav,om
aparat,a	aparat,a
frižider,a	fri,ži,dera
zamrzivač,a	zam,rz,ivača
budžetski,m	budžetsk,im
suficit,om	su,ficit,om
deficit,om	deficit,om
spor,ijeg	spor,ijeg
ulog,a	uloga
stran,ih	stranih
muzičar,a	muzičar,a
ijan,a	i,jana
braun,a	bra,una
planiran,a	planiran,a
masakr,a	masa,kra
exit,-u	e,x,i,t,-,u
sad,u	sadu
posetilac,a	poseti,laca
izvođač,a	izvođača
akreditovan,ih	akr,edit,ovanih
izveštač,i	izvešta,či
bbc,-a	b,b,c,-,a
mtv,-a	m,tv,-,a
ljubitelj,e	ljubitelj,e
i,'m	i,',m
izvođač,ima	izvođači,ma
andervorld,a	and,erv,orl,da
posleratni,h	posle,ratnih
naj,poznat,iji	najpoznatiji
koren,e	koren,e
opis,a	opisa
ovogodišnji,h	ovogodišnj,ih
glastonberi,ja	gla,ston,ber,ija
društven,im	društvenim
tih,u	tih,u
tekst,u	tekstu
napad,i	napad,i
exit,-a	e,x,i,t,-,a
pominjanje,m	pominj,anjem
masakr,u	masa,kru
mnoštvo,m	mnoštvo,m
hrvat,ima	hrvat,ima
drugi,ma	drugima
rat,u	ratu
sad,a	sada
petrovaradin,u	petrov,arad,inu
nasmejan,a	nas,mej,ana
festival,i	festival,i
društven,a	društvena
hašim,om	ha,šim,om
tači,jem	ta,čijem
diplomatski,m	diplomatsk,im
hašim,u	ha,šim,u
tači,ju	ta,čiju
jakup,om	ja,kupo,m
krasnići,jem	kra,sni,ći,jem
zamenik,om	zamenik,om
leri,jem	l,erije,m
rosin,om	ro,sino,m
rumunski,m	rumunsk,im
adrijan,om	a,dri,jano,m
čorojanu,om	ä,į,oro,janu,om
hose,a	ho,se,a
luis,a	l,uis,a
rodrigez,a	rod,rig,eza
zapater,a	zapa,tera
gost,iju	gosti,ju
nemački,m	nemački,m
štajnmajer,om	šta,jn,maj,erom
brz,o	brzo
potpun,e	potpun,e
guverner,a	gu,verne,ra
delegat,a	dele,gat,a
vodeći,h	vodeći,h
žan,om	å,½,anom
lemijer,om	l,emije,rom
investitor,ima	investitori,ma
očekivan,og	očekivano,g
biznis,om	biznis,om
potpredsednik,om	potpredsednik,om
miroljub,om	mir,olju,bom
labus,om	l,abu,som
projekt,ima	projektima
ton,u	ton,u
potpun,im	potpuni,m
uspeh,om	uspeh,om
rat,a	rata
narod,i	narod,i
lak,ši	lakš,i
kongres,u	kongres,u
kofi,ja	k,ofi,ja
anan,a	a,nan,a
prihvatljiv,og	prihvatljivo,g
demokrata,ma	demokrat,ama
priznat,i	priznati
udar,a	udara
skor,o	skoro
rezolucija,ma	rezolucij,ama
vremenski,m	vremenskim
okvir,om	okvir,om
redžep,a	red,že,pa
tajip,a	taj,ipa
erdogan,a	e,rdo,gana
aerodrom,i	aerodrom,i
brod,ove	brodo,ve
avion,e	avion,e
obim,a	obima
sali,jem	sa,lije,m
žestok,u	že,stoku
kritičar,i	kritičar,i
edi,ja	e,dija
problem,om	problem,om
pojedinac,a	pojedinaca
zakon,om	zakonom
neuobičajen,o	ne,uobičajeno
otkaz,a	otkaz,a
osoba,ma	osobama
status,om	status,om
službenik,a	službenika
njen,im	njenim
strog,om	strogo,m
faktor,om	faktor,om
visok,e	visoke
ostali,m	ostalim
nosilac,a	nosilac,a
monopol,ima	mono,polim,a
višegodišnji,h	višeg,odiš,njih
monopol,a	mono,pola
pogodnost,i	pogodno,sti
monopolist,i	mono,polis,ti
biznismen,a	biznis,mena
opterećen,i	opterećen,i
cena,ma	cenama
monopol,i	mono,poli
kartel,i	kart,eli
monopolistički,h	mono,polis,tičkih
proizvođač,e	proizvođač,e
domaći,h	domaćih
mmf,-a	m,m,f,-,a
monopol,e	mono,pole
prehramben,oj	prehramben,oj
mali,m	malim
prihod,ima	prihodi,ma
nezaposlen,i	nezaposlen,i
kartel,e	kart,ele
reč,i	reči
neobuzdan,a	neo,bu,zdan,a
nezakonit,o	nezakonit,o
stan,a	stana
unuk,a	unu,ka
intelektualac,a	intelektual,aca
organizovan,a	organizovana
dokument,u	dokument,u
civil,a	civil,a
saopštenje,m	saopšten,jem
penzionisan,i	penzion,isani
pridruživanje,m	pridruži,vanjem
saveznik,a	savezni,ka
ostali,ma	ostalim,a
mek,i	mek,i
star,e	stare
rat,ovi	ratov,i
raspad,a	raspada
jednak,i	jednak,i
klimav,im	klima,vim
temelj,ima	temelji,ma
prihod,e	prihod,e
marković,em	marković,em
blok,u	blok,u
diplomiran,i	diplomira,ni
bogat,i	bogati
most,a	mosta
mihail,u	mihail,u
jovović,u	jov,ović,u
urednik,u	urednik,u
vijest,i	vi,jest,i
glava,ma	glava,ma
komunistički,m	komunističk,im
vreme,nima	vremenim,a
neuspeh,a	ne,uspeha
izazov,i	izazov,i
nedelja,ma	nedelja,ma
stvarnost,i	stvarnosti
loš,e	loše
slab,a	slab,a
nezaposlenost,i	nezaposlenosti
novčan,e	novčan,e
slab,om	slabo,m
stručnost,i	stručno,sti
ran,ijim	raniji,m
izveštaj,em	izveštaje,m
euleks,-om	eu,l,e,k,s,-,om
mustaf,a	mu,sta,fa
nov,o	novo
transparens,i	tra,nsp,aren,si
internešenel,a	interne,šene,la
naj,nov,ije	naj,novije
severni,m	severn,im
sastav,u	sastavu
bamir,om	ba,miro,m
topi,jem	to,pije,m
američki,m	američki,m
ambasador,om	ambasador,om
džon,om	džon,om
viters,om	vi,ters,om
pravosudni,m	pravosu,dnim
izborni,m	izborni,m
fudbalski,h	fudbalsk,ih
balkan,om	balkan,om
fudbalski,m	fudbalsk,im
liga,ma	liga,ma
kvalifikacioni,h	kvalifikaci,onih
hrvat,a	hrvat,a
prevara,ma	preva,rama
namešten,ih	name,šteni,h
nemački,h	nemački,h
fenerbahče,a	fe,ner,ba,h,če,a
