mogul,u	mogu,lu
ime,nom	imenom
Elginov,i	E,lg,inovi
skulpturni,h	skul,ptu,rnih
mermer,ima	mer,merima
friz,a	fri,za
uzeti,h	uzeti,h
zabat,a	zab,ata
Erehtejon,a	E,re,hte,jona
fragment,e	fragment,e
nov,om	novom
liven,im	liv,enim
zamena,ma	zamen,ama
kontinuitet,a	kontinuitet,a
njen,og	njenog
mandat,a	mandata
organizacija,ma	organizacijama
bugarski,h	bugarsk,ih
Mastriht,u	Mas,tri,ht,u
određen,im	određenim
broj,em	brojem
Beč,u	Beč,u
ministar,a	ministar,a
NATO,-a	NATO,-,a
Vankuver,a	Van,ku,vera
Vladivostok,a	Vladi,vost,oka
dokument,ima	dokumentima
obračun,u	obračun,u
pretnja,ma	pret,njama
sigurnost,i	sigurnosti
materijal,ima	materijalima
format,u	format,u
zločin,a	zločina
prevremen,i	prev,remeni
tržišni,h	tržišni,h
postignut,og	postignut,og
održiv,og	održivog
konflikt,a	konflikt,a
Jap,a	Ja,pa
Hop,a	Ho,pa
Šefer,a	Še,fera
Pasi,ja	P,asi,ja
širok,e	širok,e
plakat,a	pla,kata
birač,a	birač,a
kandidat,e	kandidat,e
kandidat,i	kandidat,i
skup,ove	skupo,ve
plav,o	plav,o
crven,e	crven,e
pobednik,u	pobedni,ku
širok,a	širok,a
pokazatelj,a	pokazatelja
žestok,a	že,stok,a
bilbord,e	bil,bor,de
podeljen,e	podeljen,e
crven,o	crveno
plav,oj	plav,oj
crven,oj	crveno,j
formulisan,a	formulisan,a
HDZ,-u	H,D,Z,-,u
pomoćnik,a	pomoćni,ka
Sanader,a	San,ade,ra
Jurčić,u	J,ur,čić,u
donator,a	dona,tora
izborni,h	izborni,h
poslanički,h	poslani,čkih
azil,u	azil,u
Sudan,a	Sud,ana
veroispovest,i	vero,ispo,vesti
privatnost,i	privatnosti
Katić,a	Kat,ića
pasoš,em	pas,oše,m
zdravstven,u	zdravstven,u
pretendent,e	prete,nden,te
prvi,m	prvim
priznavanje,m	priznavanj,em
sistem,a	sistema
zahtev,a	zahteva
podneti,h	podnet,ih
Bangladeš,a	Ban,gla,deša
Sadam,a	Sada,ma
Husein,a	H,use,ina
aerodrom,e	aerodrom,e
moguć,om	moguć,om
moguć,im	mogući,m
odlaganje,m	odla,ganje,m
govor,u	govoru
Helsinki,ju	He,ls,ink,iju
Brisel,om	Brisel,om
avion,ima	avion,ima
kiparski,h	kip,arskih
linija,ma	linija,ma
puč,a	pu,ča
spor,ih	spor,ih
moguć,i	mogući
sam,im	samim
stav,u	stavu
naftovod,a	naft,ovod,a
složen,og	složeno,g
projekt,a	projekta
ruski,m	ruski,m
Viktor,om	Viktor,om
Kristenko,m	Krist,enko,m
iznos,u	iznosu
sirov,a	sirov,a
Aleksandropolis,a	Aleksandr,opol,isa
Egej,a	E,ge,ja
Burgas,a	B,urg,asa
kapacitet,a	kapaciteta
naftovod,om	naft,ovod,om
moreuz,a	more,uza
jeftin,ije	jeftinij,e
barel,a	bare,la
sirov,e	sirov,e
vlasnički,h	vlasni,čkih
tehnički,h	tehničkih
ekonomski,h	ekonomskih
parametar,a	parametara
predložen,og	predloženo,g
naj,isplativ,ija	naj,isplati,vija
uslov,i	uslovi
zainteresovan,e	zainteresovan,e
koordinator,a	koordinat,ora
partner,ima	partneri,ma
skok,u	skok,u
skok,a	skok,a
otvoren,om	otvorenom
film,ovi	filmovi
karneval,ima	kar,nev,alima
ritual,ima	ritual,ima
održan,im	održan,im
Patras,u	P,atra,su
izvođač,i	izvođači
Japan,a	Japan,a
festival,a	festivala
režiser,a	reži,ser,a
Semih,a	Se,mi,ha
Kaplanoglu,a	K,apla,nog,lu,a
Nirnberg,u	N,irn,ber,gu
festival,u	festival,u
dugometražni,h	dugo,metra,žnih
igrani,h	igran,ih
svoj,om	svojom
smrt,i	smrti
heroj,a	heroj,a
Adem,a	A,dem,a
Jašari,ja	Ja,šar,ija
događaj,a	događaja
organizovan,og	organizovanog
pravosudni,h	pravosu,dnih
spremnost,i	spremnost,i
određen,og	određenog
januar,u	januar,u
konkurentnost,i	konkurentnosti
ekspertski,h	ekspert,skih
Meglen,om	Me,gle,nom
Kunev,om	Ku,nev,om
Sergej,em	Ser,ge,jem
Stanišev,im	Stan,iše,vim
broj,a	broja
evropski,h	evropskih
fond,ova	fond,ova
budućnost,i	budućnosti
komesar,om	kome,sar,om
Oli,jem	O,lije,m
planiran,im	planirani,m
strukturni,m	strukturni,m
niz,u	nizu
bombaški,h	bomba,ških
mlad,ima	mladi,ma
slogan,a	slo,gana
pano,ima	pan,oi,ma
spot,ovi	spot,ovi
poznat,e	poznate
sve,ga	svega
podmladak,a	pod,mlad,aka
mlad,i	mladi
zabrinut,i	zabrinut,i
etički,h	etičkih
organizovan,i	organizovani
analitičar,a	analitič,ara
rezultat,e	rezultate
poster,a	poste,ra
spot,a	spot,a
zainteresovan,i	zainteresovani
život,a	života
ideal,a	ideal,a
politički,m	političkim
igrač,i	igrači
izlaznost,i	izlaz,nosti
rezultat,ima	rezultatima
moguć,a	moguća
društven,u	društvenu
njihov,i	njihovi
profil,e	profil,e
Fejsbuk,u	Fe,js,buk,u
internet,a	interneta
zapadni,m	zapadni,m
demokratija,ma	demokratij,ama
žestok,e	že,stok,e
socijaldemokrat,a	socijaldemokrat,a
opozicioni,h	opozici,onih
kabinet,a	kab,inet,a
stvaranje,m	stvaranje,m
predstojeći,h	predst,ojeć,ih
uzor,u	uzor,u
političar,e	političar,e
Vasić,a	Vas,ića
portal,u	portal,u
blog,ove	blo,gove
bloger,ima	blo,geri,ma
progres,a	progres,a
SNSD,-a	S,NS,D,-,a
post,ove	posto,ve
blog,u	blo,gu
događaj,ima	događajima
protivnik,e	protivnik,e
rad,u	radu
rasprostranjen,ija	rasprostranjen,ija
frekventnost,i	frekventn,osti
mobing,a	mobi,nga
izraz,a	izraza
učestalost,i	učestalosti
oblik,a	oblika
loš,ih	loši,h
kolega,ma	kolega,ma
statut,ima	statu,tima
spor,ovi	sporo,vi
poslodavac,a	poslodavac,a
zaposlen,ih	zaposlenih
proces,a	procesa
zavisnost,i	zavisnosti
prekršaj,a	prekršaj,a
papir,u	papir,u
obazriv,iji	oba,zr,ivi,ji
propis,a	propisa
prelaz,u	prelaz,u
Kosovo,m	Kosovo,m
naj,nov,ijim	naj,novij,im
akt,i	akti
tamošnji,h	tamo,šnjih
odnos,ima	odnosima
barikada,ma	bar,ikada,ma
neprihvatljiv,o	nepri,hvatljiv,o
naj,nov,ijem	naj,novije,m
događaj,u	događaj,u
interes,e	interese
vaš,em	vaše,m
akter,i	akteri
dijalog,u	dijalog,u
instrument,om	instrument,om
uspeh,a	uspeha
interes,u	interesu
čitav,e	čitav,e
tehnički,m	tehnički,m
kontekst,u	kontekstu
čitav,og	čitavog
naj,nov,iji	naj,novij,i
događaj,i	događaji
neprihvatljiv,i	nepri,hvatljiv,i
proces,e	procese
njihov,ih	njihovih
prioritet,e	prioritet,e
krajnji,h	krajnji,h
rok,ova	rokova
njen,om	njenom
predlog,u	predlog,u
status,u	status,u
nadziran,u	nad,ziran,u
stanovnik,a	stanovnika
ambasador,ima	ambasador,ima
predlog,e	predlog,e
muškarac,a	muškaraca
Tribjun,a	Tri,bj,una
Agim,a	Ag,ima
Čeku,a	Ä,Į,eku,a
prijatelj,i	prijatelji
nerešen,og	nere,šeno,g
narod,a	naroda
duvan,a	duv,ana
radnik,e	radnik,e
ugovor,u	ugovor,u
Bulgartabak,a	B,ul,gar,tab,aka
komentar,u	komentar,u
sindikat,a	sindikata
radnik,a	radnika
Bulgartabakov,e	B,ul,gar,tab,akov,e
Blagojevgrad,u	Bl,ago,jev,gradu
Pleven,u	Pl,even,u
delatnost,i	delatnosti
filijala,ma	fili,jala,ma
Invest,a	I,nve,sta
holding,a	hol,ding,a
vlasnik,a	vlasnika
konkurs,a	konkurs,a
ran,ijoj	ranij,oj
finansijski,m	finansijskim
plan,ovima	planovima
sam,a	sama
kredit,a	kredita
autoput,a	auto,puta
suveren,i	suveren,i
koridor,a	kori,dor,a
segment,a	segmenta
dug,og	dugog
jugoistok,u	jugoisto,ku
naplatni,h	naplat,nih
ugovor,a	ugovora
investicija,ma	investicija,ma
tunel,a	tu,nela
most,ova	most,ova
nadvožnjak,a	nad,vožnj,aka
podvožnjak,a	podv,ož,njaka
prelaz,a	prelaza
Tabanovci,ma	Tab,anov,cima
Negotin,u	N,ego,tinu
konsultant,a	konsult,anta
obelodanjen,im	obel,odan,jenim
tender,u	tende,ru
konzorcijum,a	konz,orci,juma
investitor,a	investitora
hotel,a	hotela
turistički,h	turističkih
put,eva	puteva
odsek,a	odse,ka
potpisivanje,m	potpis,ivanjem
oblik,u	obliku
budžet,a	budžeta
kompanija,ma	kompanijama
porodica,ma	porodica,ma
ideja,ma	ideja,ma
njihov,oj	njihovoj
magazin,a	maga,zina
niko,ga	niko,ga
ženski,h	ženski,h
rukovodilac,a	rukovodilac,a
sopstven,i	sopstveni
kredit,ima	kredit,ima
fond,a	fonda
bankarski,m	bankarsk,im
trenutak,a	trenutak,a
noć,i	noći
kredit,e	kredit,e
moj,oj	moj,oj
poštovanje,m	poštovanje,m
džentlmen,i	dže,nt,lm,eni
istrajnost,i	istra,jnost,i
usluga,ma	usluga,ma
tekstil,a	tekst,ila
konsalting,a	kons,alt,inga
žena,ma	ženama
prosek,a	prosek,a
program,i	programi
indikator,i	indikatori
broj,u	broju
biznis,u	biznis,u
retki,h	retk,ih
Šmatko,m	Åł,mat,kom
Rosatom,a	Ro,sat,oma
jedinstven,u	jedinstven,u
žestok,i	že,stok,i
izvor,e	izvor,e
naš,a	naša
odbor,a	odbora
energetski,h	energetskih
objekt,om	objekt,om
visok,im	visokim
seizmički,m	se,izmi,čkim
aktivnost,ima	aktivnostima
verski,h	verski,h
spomenik,a	spomenika
izaslanik,a	iza,slanik,a
Fatmir,om	Fa,tm,irom
Sejdiu,om	Se,jd,i,uo,m
verski,m	verski,m
zona,ma	zona,ma
spomenik,e	spomenik,e
zaštićen,e	zaštićen,e
mnogi,h	mnogih
detalj,a	detalja
stav,ovima	stavovima
pokušaj,ima	pokušaj,ima
lider,e	lider,e
održiv,i	održiv,i
Rohanov,a	Ro,han,ova
Marti,ja	Marti,ja
Ahtisari,ja	A,ht,isa,rija
Albanac,a	Alban,aca
ishod,a	ishoda
Vašington,a	Vašington,a
prav,i	pravi
urban,a	urban,a
partner,i	partneri
gledalac,a	gledala,ca
Evroimidž,a	Evr,oi,mid,ža
mlad,om	mlado,m
doktor,u	doktor,u
gotov,a	gotov,a
distributer,a	distribut,era
glumac,a	glumac,a
naj,poznat,ijih	najpoznatiji,h
snimatelj,a	snima,telja
režiser,om	reži,ser,om
Kristof,om	Krist,of,om
Kišlovski,m	Ki,šlo,vski,m
Avijatičar,a	A,vija,tičar,a
film,om	filmo,m
lav,a	lava
novost,i	novost,i
dnevnik,a	dnevni,ka
Buls,e	B,ul,se
Kings,e	Kin,g,se
kapital,a	kapitala
Divčev,e	Di,vč,eve
dnevnik,u	dnevni,ku
kapital,u	kapital,u
Divčev,oj	Di,vč,evoj
mali,h	malih
deoničar,a	deo,ničar,a
nepošten,o	nepo,šteno
deoničar,ima	deo,ničar,ima
tajkun,i	taj,kun,i
povećanje,m	povećanjem
uobičajen,o	uobičajeno
različit,e	različite
deoničar,e	deo,ničar,e
proizvođač,a	proizvođača
naj,prodavan,ije	najpr,odava,nije
lobist,e	lob,iste
sedište,m	sedište,m
priprema,ma	priprema,ma
španski,h	špansk,ih
španski,m	špansk,im
Luis,om	L,uis,om
Rodrigez,om	Rod,rig,ezo,m
Zapatero,m	Zapa,tero,m
Madrid,u	Ma,dri,du
oblast,ima	oblastima
Simeon,om	Sim,eon,om
sastanak,a	sastanak,a
stol,om	stol,om
mogućnost,ima	mogućnostima
stol,u	stol,u
društven,og	društvenog
rezultat,a	rezultata
red,u	redu
stav,ova	stavova
svečanost,i	svečano,sti
Madrid,a	Ma,dri,da
priznanje,m	priznanje,m
doprinos,a	doprinosa
mladost,i	mlado,sti
dom,a	doma
egzil,u	egz,ilu
department,a	dep,art,menta
podsekretar,om	podse,kreta,rom
Marko,m	Marko,m
Grosman,om	Gr,osma,nom
evroatlantski,h	evro,atl,ant,skih
moguć,e	moguće
musliman,a	musliman,a
Vojislav,om	Vojislav,om
Boris,om	Boris,om
Tadić,em	Ta,dić,em
Svetozar,om	Sveto,zar,om
Marović,em	Mar,oviće,m
Vuk,om	Vuk,om
Drašković,em	Dr,aško,viće,m
Mladić,a	Mlad,ića
nalog,a	nalog,a
bivši,h	bivši,h
Vlastimir,a	Vla,stim,ira
Đorđević,a	Đorđević,a
Sreten,a	Sre,tena
Pavković,a	Pav,kovića
Vladimir,a	Vladimira
Lazarević,a	Lazarević,a
moć,i	moći
Grosman,u	Gr,osma,nu
posvećenost,i	posvećenost,i
optužen,og	optužen,og
naj,tražen,ija	najt,raženij,a
osumnjičen,a	osumnjičen,a
MKSJ,-a	M,K,S,J,-,a
pun,a	puna
plan,ove	planov,e
Jadran,u	Ja,dra,nu
prijateljski,h	prijateljski,h
otvoren,ih	otvoreni,h
dve,ju	dve,ju
slovenački,m	slovenačk,im
Anton,om	Anton,om
Rop,om	Ro,pom
novembarski,m	novembar,skim
februar,u	februar,u
datum,a	datum,a
Berlin,u	Berlin,u
irski,m	irsk,im
Berti,jem	Ber,tije,m
Ahern,om	A,her,nom
šestomesečni,m	šesto,mesečn,im
mandat,om	mandat,om
Ginter,om	G,inter,om
Ferhojgen,om	Fe,rh,oj,geno,m
povratnik,a	povratn,ika
raseljen,ih	rase,ljenih
pogođen,im	pogo,đenim
fotograf,i	fotografi
fotograf,a	fotograf,a
rad,ove	radove
štampan,im	štampan,im
tvoj,im	tvoj,im
Tomislav,u	Tom,islav,u
Georgijev,u	Ge,org,ijev,u
Arhus,u	A,rh,usu
prvak,a	prva,ka
parter,u	part,eru
preskok,u	pres,kok,u
kozlić,a	koz,lić,a
vežba,ma	vežba,ma
razboj,u	razb,oju
srebrn,u	srebrn,u
bronzan,u	bro,nz,anu
višeboj,u	više,boj,u
ostali,h	ostalih
učesnik,a	učesnika
karika,ma	kari,kama
planina,ma	planina,ma
zemljotres,u	zemljo,tres,u
poreklo,m	poreklom
naj,talentovan,ijih	najt,alent,ovani,jih
festivalski,h	festival,skih
Florijan,a	F,lori,jana
Donersmark,a	Don,ers,mark,a
žiri,ja	ži,rija
Porumboju,a	Por,um,boj,ua
Bukurešt,a	B,uku,reš,ta
biometrijski,m	biom,etri,jskim
karta,ma	kart,ama
crnogorski,m	crnogorsk,im
Milan,om	Milan,om
Roćen,om	Ro,ćeno,m
sporazum,i	sporazum,i
pun,o	puno
domen,ima	domen,ima
turist,ima	turisti,ma
Ulcinj,u	U,lc,inju
pasoš,a	pas,oš,a
moj,a	moja
moj,u	moj,u
pun,e	pune
Gaš,i	Ga,ši
sporazum,om	sporazum,om
godina,ma	godinama
migracija,ma	migracija,ma
putni,h	putni,h
sporazum,ima	sporazum,ima
moguć,em	moguće,m
sporazum,u	sporazum,u
datum,e	datum,e
kandidat,ima	kandidat,ima
država,ma	državama
seminar,u	semi,naru
dokument,e	dokument,e
slab,og	slabo,g
privilegovan,o	priv,ileg,ovano
gol,ove	gol,ove
živ,lji	življ,i
stav,ovi	stavovi
dobrosusedski,h	dobro,sused,skih
stacioniran,ih	stacion,iranih
umor,u	umor,u
samit,om	sami,tom
usvajanje,m	usvajanje,m
njen,a	njena
različit,im	različitim
određivanje,m	određivanje,m
reper,a	repe,ra
reformski,m	reform,skim
poduhvat,ima	poduhvat,ima
jezik,u	jeziku
tekst,a	teksta
Majkrosoftov,e	Majk,ros,oft,ove
program,e	programe
naziv,a	naziva
softverski,h	softverski,h
element,i	elementi
meni,ja	meni,ja
prevod,a	prevod,a
poznat,im	poznati,m
lingvist,ima	lingvisti,ma
kompjuter,a	kompjuter,a
Majkrosoft,a	Majk,ros,oft,a
Makedonac,a	Makedo,naca
korisnik,a	korisnika
Majkrosoftov,ih	Majk,ros,oft,ovih
piratski,h	pirat,skih
softver,a	softvera
licencirani,h	licenc,iranih
autorski,h	autorsk,ih
nasleđe,m	nasleđe,m
ratni,h	ratnih
jedinstven,og	jedinstvenog
mehanizam,a	mehanizama
CHP,-a	C,H,P,-,a
vid,ova	vidov,a
činjenica,ma	činjenica,ma
protokol,u	protokol,u
prošlost,i	prošlosti
usklađen,ih	usklađen,ih
ratni,m	ratni,m
zločin,ima	zločin,ima
bilten,u	bil,ten,u
Mirsad,a	Mir,sada
Document,e	D,ocu,mente
određen,i	određeni
osumnjičen,ima	osumnjičen,ima
zločin,i	zločin,i
neorganizovan,ih	neo,rganizovan,ih
određen,ih	određenih
neodređen,ih	neo,dređen,ih
student,e	student,e
aktivist,e	aktivi,ste
tema,ma	tema,ma
Ešdaunov,a	E,Å,¡,da,unov,a
Pedi,ja	Pe,dija
Ešdaun,a	E,Å,¡,da,una
suštinski,m	suštinski,m
princip,ima	principima
dogovor,u	dogovor,u
izvodljivost,i	izvod,ljivosti
SDS,-a	S,DS,-,a
policijski,m	policijski,m
neprihvatljiv,e	nepri,hvatljiv,e
potpun,i	potpuni
prosperitet,a	pros,peri,teta
izgled,i	izgled,i
entitet,a	entiteta
zasnovan,ih	zasnovani,h
Dragan,a	Dragana
Čović,a	Ä,Į,ovića
Milorad,a	Milorad,a
Dodik,a	Dod,ika
napor,ima	napor,ima
avaz,u	ava,zu
kapacitet,om	kapacitet,om
Brčko,m	Br,čkom
Fikret,a	Fi,kreta
Hasanović,a	Ha,sano,vića
Pan,a	Pan,a
Panić,a	Pan,ića
atentat,om	atent,atom
Đinđić,a	Ä,Ĳ,in,đi,ća
ubistvo,m	ubistvo,m
Zoran,a	Zoran,a
ultranacionalist,e	ultra,nacionalist,e
Šešelj,a	Še,še,lja
Đinđićev,o	Ä,Ĳ,in,đi,ćev,o
Luković,a	Luk,ovića
osumnjičen,og	osumnjičen,og
paravojni,h	para,vojnih
Slobodan,a	Slobodan,a
Milošević,a	Milošević,a
Luković,u	Luk,ović,u
optužen,ima	optužen,ima
velik,ih	velikih
razmer,a	razmer,a
paravojni,m	para,vojni,m
struktura,ma	struktura,ma
formiran,im	formiran,im
rat,ova	ratova
komandant,a	komandant,a
JSO,-a	J,SO,-,a
automobil,a	automobila
reformist,a	reformi,sta
nacionalist,e	nacionalist,e
Tomić,a	Tom,ića
Rade,ta	Rad,eta
Bulatović,a	B,ulat,ovića
savetnik,a	savetnik,a
atentat,a	atent,ata
slučaj,a	slučaja
Đinđićev,e	Ä,Ĳ,in,đi,ćev,e
suđenje,m	suđenj,em
propust,a	propust,a
Sekulić,a	Sek,uli,ća
Milan,a	Milan,a
Miljojković,a	Mil,joj,kovića
Bekim,a	B,ekim,a
Fehmiju,a	Fe,h,miju,a
istaknut,u	istaknut,u
stan,u	stanu
glumčev,a	glum,čev,a
Prizren,a	Pr,izre,na
ljubitelj,i	ljubitelj,i
Fehmiju,u	Fe,h,miju,u
film,ove	filmov,e
narod,ima	narod,ima
gvozden,e	g,voz,dene
blok,a	bloka
naj,čuven,ijih	najč,uven,ijih
pijan,i	pija,ni
go,lim	gol,im
Fehmijuov,e	Fe,h,miju,ove
režiser,ima	reži,seri,ma
film,ovima	filmovi,ma
pad,u	padu
poznat,a	poznata
visok,oj	visoko,j
smrtnost,i	smrtnost,i
pad,om	pad,om
živorođeni,h	živo,rođen,ih
društven,ih	društvenih
razvod,om	razvo,dom
brak,a	brak,a
karijera,ma	karijer,ama
sociodemografski,m	socio,demografski,m
abortus,ima	abor,tus,ima
INSTAT,-a	I,NS,TA,T,-,a
neprijavljen,e	neprija,vljene
abortus,e	abor,tus,e
vezan,i	vezani
mlad,im	mladi,m
dete,tu	detet,u
abortus,i	abor,tus,i
Dervišijev,im	D,ervi,šij,evim
roditelj,i	roditelji
nov,ije	novije
sused,i	sused,i
balkanski,m	balkansk,im
berza,ma	ber,zama
milion,e	milion,e
KTV,-u	K,TV,-,u
posmatrač,i	posmatrač,i
vladin,i	vladin,i
predostrožnost,i	predo,stro,žnosti
nejak,e	ne,jake
Žarkuov,o	Å,½,ark,uo,vo
insajt,u	ins,ajt,u
emigrant,i	emi,gran,ti
banka,ma	banka,ma
kolaps,a	kola,ps,a
rast,a	rasta
godišnji,m	godišnji,m
rast,om	rastom
institut,om	institut,om
privremen,o	privremeno
srednji,h	srednjih
privremen,og	privremeno,g
nezaposlen,ima	nezaposlen,ima
institucija,ma	institucijama
Enver,a	E,nver,a
diktatorski,m	dikt,ator,skim
režim,om	režim,om
nadolazeći,h	nado,laze,ćih
vladar,a	vladar,a
naj,izolovan,ijom	naj,izolovani,jom
prostor,a	prostora
list,a	lista
Karajev,i	Kara,jevi
diktator,u	dikt,ator,u
bogat,iji	bogati,ji
identitet,u	identitet,u
brz,og	brzo,g
problem,i	problemi
noga,ma	noga,ma
sam,i	sami
prepreka,ma	prepreka,ma
tvrdoglav,i	tvrd,oglav,i
Džejms,a	Džej,ms,a
Bejker,a	B,ej,kera
posed,a	posed,a
zaplenjen,ih	zap,lenj,enih
manjina,ma	manjina,ma
glasnik,u	glasnik,u
dom,ove	dom,ove
nezbrinut,u	nez,brinut,u
različitost,i	različitost,i
hrišćanski,h	hrišćanski,h
jevrejski,h	jevrejsk,ih
zahtev,e	zahteve
turski,m	turski,m
rok,u	roku
fondacija,ma	fondacij,ama
odvojen,oj	odvojen,oj
manjinski,m	manjinsk,im
grupa,ma	grupama
manjinski,h	manjinsk,ih
amandman,ima	aman,dma,nima
treći,m	treći,m
strana,ma	strana,ma
nerešen,o	nere,šeno
ustav,u	ustav,u
ran,ijih	raniji,h
Mahčupjan,u	Ma,h,ču,p,janu
nemusliman,i	nem,usli,mani
decenija,ma	decenijama
smer,u	smer,u
imovinski,h	imovinsk,ih
nemuslimanski,h	nem,usli,mansk,ih
trening,u	trening,u
stadion,u	stadion,u
meč,a	meč,a
tim,a	tima
bolest,i	bolesti
osnivač,a	osnivač,a
pozorišni,h	pozoriš,nih
Rovinj,u	Ro,vinj,u
salon,u	sal,onu
rad,ovi	radovi
Luksemburg,a	Luk,sem,bur,ga
Pakistan,a	P,aki,stana
Višegrad,u	Više,gradu
ujedinjen,e	ujedinjen,e
Krdžali,ju	Kr,dža,liju
seminar,a	semi,nara
renomiran,i	renom,irani
ekspert,i	ekspert,i
koncert,e	koncert,e
poznati,h	poznatih
kompozitor,a	kompozitor,a
Liponenov,om	L,ipo,nen,ovom
masmedij,a	mas,medija
prav,u	pravu
interes,i	interesi
interes,ima	interesima
prednost,i	prednosti
čest,a	česta
vlasnik,e	vlasnik,e
direktor,e	direktor,e
urednik,a	urednik,a
sudski,h	sudski,h
postupak,a	postupaka
Liponenov,e	L,ipo,nen,ove
uvodnik,u	uvod,niku
Liponen,a	L,ipo,nena
list,ova	listov,a
zajednica,ma	zajednicama
motivisan,a	motivisan,a
opštinski,h	opštinsk,ih
prijem,ima	prijem,ima
događaj,e	događaje
haos,a	ha,osa
sprovođenje,m	sprovođenje,m
ustav,om	ustav,om
aparat,a	aparat,a
frižider,a	fri,ži,dera
zamrzivač,a	zam,rz,ivača
budžetski,m	budžetsk,im
suficit,om	su,ficit,om
deficit,om	deficit,om
spor,ijeg	spor,ijeg
ulog,a	uloga
stran,ih	stranih
muzičar,a	muzičar,a
Ijan,a	I,jana
Braun,a	Bra,una
planiran,a	planiran,a
masakr,a	masa,kra
EXIT,-u	E,X,I,T,-,u
Sad,u	Sadu
posetilac,a	poseti,laca
izvođač,a	izvođača
akreditovan,ih	akr,edit,ovanih
izveštač,i	izvešta,či
BBC,-a	B,B,C,-,a
MTV,-a	M,TV,-,a
ljubitelj,e	ljubitelj,e
I,'m	I,',m
izvođač,ima	izvođači,ma
Andervorld,a	And,erv,orl,da
posleratni,h	posle,ratnih
naj,poznat,iji	najpoznatiji
koren,e	koren,e
opis,a	opisa
ovogodišnji,h	ovogodišnj,ih
Glastonberi,ja	Gla,ston,ber,ija
društven,im	društvenim
tih,u	tih,u
tekst,u	tekstu
napad,i	napad,i
EXIT,-a	E,X,I,T,-,a
pominjanje,m	pominj,anjem
masakr,u	masa,kru
mnoštvo,m	mnoštvo,m
Hrvat,ima	Hrvat,ima
drugi,ma	drugima
rat,u	ratu
Sad,a	Sada
Petrovaradin,u	Petrov,arad,inu
nasmejan,a	nas,mej,ana
festival,i	festival,i
društven,a	društvena
Hašim,om	Ha,šim,om
Tači,jem	Ta,čijem
diplomatski,m	diplomatsk,im
Hašim,u	Ha,šim,u
Tači,ju	Ta,čiju
Jakup,om	Ja,kupo,m
Krasnići,jem	Kra,sni,ći,jem
zamenik,om	zamenik,om
Leri,jem	L,erije,m
Rosin,om	Ro,sino,m
rumunski,m	rumunsk,im
Adrijan,om	A,dri,jano,m
Čorojanu,om	Ä,Į,oro,janu,om
Hose,a	Ho,se,a
Luis,a	L,uis,a
Rodrigez,a	Rod,rig,eza
Zapater,a	Zapa,tera
gost,iju	gosti,ju
nemački,m	nemački,m
Štajnmajer,om	Šta,jn,maj,erom
brz,o	brzo
potpun,e	potpun,e
guverner,a	gu,verne,ra
delegat,a	dele,gat,a
vodeći,h	vodeći,h
Žan,om	Å,½,anom
Lemijer,om	L,emije,rom
investitor,ima	investitori,ma
očekivan,og	očekivano,g
biznis,om	biznis,om
potpredsednik,om	potpredsednik,om
Miroljub,om	Mir,olju,bom
Labus,om	L,abu,som
projekt,ima	projektima
ton,u	ton,u
potpun,im	potpuni,m
uspeh,om	uspeh,om
rat,a	rata
narod,i	narod,i
lak,ši	lakš,i
kongres,u	kongres,u
Kofi,ja	K,ofi,ja
Anan,a	A,nan,a
prihvatljiv,og	prihvatljivo,g
demokrata,ma	demokrat,ama
priznat,i	priznati
udar,a	udara
skor,o	skoro
rezolucija,ma	rezolucij,ama
vremenski,m	vremenskim
okvir,om	okvir,om
Redžep,a	Red,že,pa
Tajip,a	Taj,ipa
Erdogan,a	E,rdo,gana
aerodrom,i	aerodrom,i
brod,ove	brodo,ve
avion,e	avion,e
obim,a	obima
Sali,jem	Sa,lije,m
žestok,u	že,stoku
kritičar,i	kritičar,i
Edi,ja	E,dija
problem,om	problem,om
pojedinac,a	pojedinaca
zakon,om	zakonom
neuobičajen,o	ne,uobičajeno
otkaz,a	otkaz,a
osoba,ma	osobama
status,om	status,om
službenik,a	službenika
njen,im	njenim
strog,om	strogo,m
faktor,om	faktor,om
visok,e	visoke
ostali,m	ostalim
nosilac,a	nosilac,a
monopol,ima	mono,polim,a
višegodišnji,h	višeg,odiš,njih
monopol,a	mono,pola
pogodnost,i	pogodno,sti
monopolist,i	mono,polis,ti
biznismen,a	biznis,mena
opterećen,i	opterećen,i
cena,ma	cenama
monopol,i	mono,poli
kartel,i	kart,eli
monopolistički,h	mono,polis,tičkih
proizvođač,e	proizvođač,e
domaći,h	domaćih
MMF,-a	M,M,F,-,a
monopol,e	mono,pole
prehramben,oj	prehramben,oj
mali,m	malim
prihod,ima	prihodi,ma
nezaposlen,i	nezaposlen,i
kartel,e	kart,ele
reč,i	reči
neobuzdan,a	neo,bu,zdan,a
nezakonit,o	nezakonit,o
stan,a	stana
unuk,a	unu,ka
intelektualac,a	intelektual,aca
organizovan,a	organizovana
dokument,u	dokument,u
civil,a	civil,a
saopštenje,m	saopšten,jem
penzionisan,i	penzion,isani
pridruživanje,m	pridruži,vanjem
saveznik,a	savezni,ka
ostali,ma	ostalim,a
mek,i	mek,i
star,e	stare
rat,ovi	ratov,i
raspad,a	raspada
jednak,i	jednak,i
klimav,im	klima,vim
temelj,ima	temelji,ma
prihod,e	prihod,e
Marković,em	Marković,em
blok,u	blok,u
diplomiran,i	diplomira,ni
