mogul,u	mogu,lu
nov,om	novom
liven,im	li,venim
zamena,ma	zamena,ma
kontinuitet,a	kontinuiteta
njen,og	njenog
mandat,a	mandata
organizacija,ma	organizacijama
bugarski,h	bugar,skih
Mastriht,u	,ma,stri,h,tu
određen,im	određenim
broj,em	brojem
Beč,u	,beču
ministar,a	mini,stara
NATO,-a	,nato,-,a
Vankuver,a	,van,ku,vera
Vladivostok,a	,vladi,vo,sto,ka
dokument,ima	dokumentima
obračun,u	obra,ču,nu
pretnja,ma	pret,njama
sigurnost,i	sigurnosti
materijal,ima	materijalima
format,u	formatu
zločin,a	zločina
prevremen,i	pre,vremeni
tržišni,h	trži,šnih
postignut,og	postignu,tog
održiv,og	održivog
konflikt,a	konflikta
Jap,a	,japa
Hop,a	,ho,pa
Šefer,a	,še,fera
Pasi,ja	,pa,sija
širok,e	široke
plakat,a	plakata
birač,a	bira,ča
kandidat,e	kandida,te
kandidat,i	kandi,dati
skup,ove	skup,ove
plav,o	plavo
crven,e	crvene
pobednik,u	pobe,dniku
širok,a	široka
pokazatelj,a	pokazatelja
žestok,a	žesto,ka
bilbord,e	bil,bor,de
podeljen,e	pode,ljene
crven,o	crveno
plav,oj	pla,voj
crven,oj	crve,noj
formulisan,a	formulisa,na
HDZ,-u	,h,d,z,-,u
pomoćnik,a	pomoć,nika
Sanader,a	,sa,na,dera
Jurčić,u	,ju,r,čiću
donator,a	dona,tora
izborni,h	izbornih
poslanički,h	posla,ničkih
azil,u	azi,lu
Sudan,a	,su,dana
veroispovest,i	veroispovesti
privatnost,i	privatnosti
Katić,a	,ka,tića
pasoš,em	paso,šem
zdravstven,u	zdravstve,nu
pretendent,e	prete,nden,te
prvi,m	prvim
priznavanje,m	prizna,vanjem
sistem,a	sistema
zahtev,a	zahteva
podneti,h	podne,tih
Bangladeš,a	,ban,gla,de,ša
Sadam,a	,sada,ma
Husein,a	,hu,se,ina
aerodrom,e	ae,rod,ro,me
moguć,om	moguć,om
moguć,im	mogućim
odlaganje,m	od,laga,njem
govor,u	govoru
Helsinki,ju	,hel,sin,kiju
Brisel,om	,bri,se,lom
avion,ima	a,vio,nima
kiparski,h	ki,par,skih
linija,ma	linija,ma
puč,a	pu,ča
spor,ih	spo,rih
moguć,i	mogući
sam,im	samim
stav,u	stavu
naftovod,a	naf,tovo,da
složen,og	složenog
projekt,a	projekta
ruski,m	ruskim
Viktor,om	,vik,torom
Kristenko,m	,kri,sten,kom
iznos,u	izno,su
sirov,a	si,rova
Aleksandropolis,a	,aleksand,ro,po,lisa
Egej,a	,e,ge,ja
Burgas,a	,bur,ga,sa
kapacitet,a	kapaciteta
naftovod,om	naf,tovo,dom
moreuz,a	more,uza
jeftin,ije	jefti,nije
barel,a	ba,rela
sirov,e	siro,ve
vlasnički,h	vlasni,čkih
tehnički,h	tehničkih
ekonomski,h	ekonomskih
parametar,a	parametara
predložen,og	predlo,ženog
naj,isplativ,ija	naji,s,pla,ti,vija
uslov,i	uslovi
zainteresovan,e	zaintereso,vane
koordinator,a	koordina,tora
partner,ima	partne,rima
skok,u	sko,ku
skok,a	sko,ka
otvoren,om	otvorenom
film,ovi	filmovi
karneval,ima	ka,rne,vali,ma
ritual,ima	rituali,ma
održan,im	održa,nim
Patras,u	,pa,tra,su
izvođač,i	izvođa,či
Japan,a	,ja,pana
festival,a	festivala
režiser,a	reži,se,ra
Semih,a	,semi,ha
Kaplanoglu,a	,ka,pla,nog,lu,a
Nirnberg,u	,ni,rn,ber,gu
festival,u	festi,valu
dugometražni,h	dugo,metra,žnih
igrani,h	igra,nih
svoj,om	svojom
smrt,i	smrti
heroj,a	hero,ja
Adem,a	,ade,ma
Jašari,ja	,ja,ša,rija
događaj,a	događaja
organizovan,og	organizovanog
pravosudni,h	pravosu,dnih
spremnost,i	spremnosti
određen,og	određenog
januar,u	janu,aru
konkurentnost,i	konkurent,nosti
ekspertski,h	ekspert,skih
Meglen,om	,me,gle,nom
Kunev,om	,ku,ne,vom
Sergej,em	,serge,jem
Stanišev,im	,stani,še,vim
broj,a	broja
evropski,h	evropskih
fond,ova	fon,dova
budućnost,i	budućnosti
komesar,om	kome,sa,rom
Oli,jem	,oli,jem
planiran,im	plani,ranim
strukturni,m	struktu,rnim
niz,u	nizu
bombaški,h	bo,mba,ških
mlad,ima	mladima
slogan,a	slogana
pano,ima	pano,ima
spot,ovi	spo,tovi
poznat,e	poznate
sve,ga	svega
podmladak,a	pod,mla,daka
mlad,i	mladi
zabrinut,i	zabri,nuti
etički,h	eti,čkih
organizovan,i	organizovani
analitičar,a	analiti,čara
rezultat,e	rezultate
poster,a	poste,ra
spot,a	spo,ta
zainteresovan,i	zainteresovani
život,a	života
ideal,a	ideala
politički,m	političkim
igrač,i	igra,či
izlaznost,i	izlaz,nosti
rezultat,ima	rezultatima
moguć,a	moguća
društven,u	društvenu
njihov,i	njihovi
profil,e	profi,le
Fejsbuk,u	,fe,js,buku
internet,a	interneta
zapadni,m	zapadnim
demokratija,ma	demokratija,ma
žestok,e	žesto,ke
socijaldemokrat,a	socijaldemokra,ta
opozicioni,h	opozi,cionih
kabinet,a	kabine,ta
stvaranje,m	stvaranjem
predstojeći,h	pred,stoje,ćih
uzor,u	uzoru
političar,e	politi,čare
Vasić,a	,vasi,ća
portal,u	porta,lu
blog,ove	b,logo,ve
bloger,ima	b,loge,rima
progres,a	progresa
SNSD,-a	,s,ns,d,-,a
post,ove	posto,ve
blog,u	b,logu
događaj,ima	događajima
protivnik,e	protiv,nike
rad,u	radu
rasprostranjen,ija	rasprostranje,nija
frekventnost,i	frekven,tnosti
mobing,a	mobi,nga
izraz,a	izraza
učestalost,i	učestalosti
oblik,a	oblika
loš,ih	loši,h
kolega,ma	kolegama
statut,ima	statu,tima
spor,ovi	spo,rovi
poslodavac,a	poslo,davaca
zaposlen,ih	zaposlenih
proces,a	procesa
zavisnost,i	zavisnosti
prekršaj,a	prekr,šaja
papir,u	papi,ru
obazriv,iji	oba,zri,viji
propis,a	propisa
prelaz,u	prelazu
Kosovo,m	,koso,vom
naj,nov,ijim	najnovi,jim
akt,i	akti
tamošnji,h	tamo,šnjih
odnos,ima	odnosima
barikada,ma	bari,kada,ma
neprihvatljiv,o	neprihvat,ljivo
naj,nov,ijem	najnovije,m
događaj,u	događaju
interes,e	interese
vaš,em	vašem
akter,i	akteri
dijalog,u	dijalogu
instrument,om	instru,mentom
uspeh,a	uspeha
interes,u	interesu
čitav,e	čitave
tehnički,m	tehničkim
kontekst,u	kontekstu
čitav,og	čitavog
naj,nov,iji	najnovi,ji
događaj,i	događaji
neprihvatljiv,i	neprihvat,ljivi
proces,e	procese
njihov,ih	njihovih
prioritet,e	priori,tete
krajnji,h	kraj,njih
rok,ova	ro,kova
njen,om	njenom
predlog,u	predlo,gu
status,u	statusu
nadziran,u	nad,zira,nu
stanovnik,a	stanovnika
ambasador,ima	ambasa,do,rima
predlog,e	predloge
muškarac,a	muškaraca
Tribjun,a	,tri,b,ju,na
Agim,a	,agi,ma
Čeku,a	,če,ku,a
prijatelj,i	prijatelji
nerešen,og	nere,šenog
narod,a	naroda
duvan,a	duvana
radnik,e	radnike
ugovor,u	ugovoru
Bulgartabak,a	,bulga,rta,ba,ka
komentar,u	komenta,ru
sindikat,a	sindi,kata
radnik,a	radnika
Bulgartabakov,e	,bulga,rta,ba,kove
Blagojevgrad,u	,blago,jev,gradu
Pleven,u	,ple,venu
delatnost,i	delatnosti
filijala,ma	fi,lija,lama
Invest,a	,in,ve,sta
holding,a	hol,din,ga
vlasnik,a	vlasnika
konkurs,a	konku,rsa
ran,ijoj	rani,joj
finansijski,m	finansi,jskim
plan,ovima	planovima
sam,a	sama
kredit,a	kredi,ta
autoput,a	auto,puta
suveren,i	suvereni
koridor,a	kori,dora
segment,a	segmenta
dug,og	dugog
jugoistok,u	jugoisto,ku
naplatni,h	napla,tnih
ugovor,a	ugovora
investicija,ma	investi,cijama
tunel,a	tu,ne,la
most,ova	mo,stova
nadvožnjak,a	nad,vo,žnja,ka
podvožnjak,a	pod,vo,žnja,ka
prelaz,a	prelaza
Tabanovci,ma	,taba,nov,cima
Negotin,u	,nego,tinu
konsultant,a	konsulta,nta
obelodanjen,im	obe,lo,da,njenim
tender,u	te,nde,ru
konzorcijum,a	kon,zor,ciju,ma
investitor,a	investi,tora
hotel,a	ho,tela
turistički,h	turističkih
put,eva	puteva
odsek,a	odseka
potpisivanje,m	potpisi,vanjem
oblik,u	obliku
budžet,a	budžeta
kompanija,ma	kompanija,ma
porodica,ma	porodicama
ideja,ma	idejama
njihov,oj	njihovoj
magazin,a	maga,zina
niko,ga	nikoga
ženski,h	ženskih
rukovodilac,a	rukovodi,laca
sopstven,i	sopstveni
kredit,ima	kredi,tima
fond,a	fonda
bankarski,m	banka,rskim
trenutak,a	trenu,taka
noć,i	noći
kredit,e	kredi,te
moj,oj	mojoj
poštovanje,m	pošto,vanjem
džentlmen,i	d,žen,tl,meni
istrajnost,i	istra,jnosti
usluga,ma	uslu,gama
tekstil,a	tek,stila
konsalting,a	kon,sa,lti,nga
žena,ma	ženama
prosek,a	proseka
program,i	programi
indikator,i	indikatori
broj,u	broju
biznis,u	bizni,su
retki,h	retkih
Šmatko,m	,š,mat,kom
Rosatom,a	,ro,sa,toma
jedinstven,u	jedinstvenu
žestok,i	žesto,ki
izvor,e	izvore
naš,a	naša
odbor,a	odbora
energetski,h	energe,tskih
objekt,om	objektom
visok,im	visokim
seizmički,m	se,izmi,čkim
aktivnost,ima	aktivnostima
verski,h	verskih
spomenik,a	spomenika
izaslanik,a	izasla,nika
Fatmir,om	,fa,t,mi,rom
Sejdiu,om	,se,j,di,u,om
verski,m	verskim
zona,ma	zona,ma
spomenik,e	spomeni,ke
zaštićen,e	zašti,ćene
mnogi,h	mnogih
detalj,a	detalja
stav,ovima	stavovima
pokušaj,ima	pokušajima
lider,e	li,dere
održiv,i	održi,vi
Rohanov,a	,ro,ha,nova
Marti,ja	,marti,ja
Ahtisari,ja	,a,h,ti,sa,rija
Albanac,a	,albanaca
ishod,a	ishoda
Vašington,a	,vaši,ng,tona
prav,i	pravi
urban,a	urba,na
partner,i	partne,ri
gledalac,a	gleda,laca
Evroimidž,a	,evro,imi,dža
mlad,om	mla,dom
doktor,u	dok,toru
gotov,a	go,tova
distributer,a	distribu,tera
glumac,a	glu,maca
naj,poznat,ijih	najpoznati,jih
snimatelj,a	snima,telja
režiser,om	reži,se,rom
Kristof,om	,kristo,fom
Kišlovski,m	,ki,šlo,vskim
Avijatičar,a	,a,vijati,čara
film,om	fil,mom
lav,a	la,va
novost,i	novo,sti
dnevnik,a	dne,vnika
Buls,e	,bu,l,se
Kings,e	,ki,ng,se
kapital,a	kapitala
Divčev,e	,di,vče,ve
dnevnik,u	dne,vniku
kapital,u	kapita,lu
Divčev,oj	,di,vče,voj
mali,h	malih
deoničar,a	deo,ni,čara
nepošten,o	nepo,šteno
deoničar,ima	deo,ni,čarima
tajkun,i	taj,ku,ni
povećanje,m	povećanjem
uobičajen,o	uobičajeno
različit,e	različite
deoničar,e	deo,ni,čare
proizvođač,a	proizvođača
naj,prodavan,ije	naj,pro,dava,nije
lobist,e	lo,bi,ste
sedište,m	sedi,štem
priprema,ma	priprema,ma
španski,h	špa,nskih
španski,m	špa,nskim
Luis,om	,lui,som
Rodrigez,om	,ro,dri,ge,zom
Zapatero,m	,zapa,terom
Madrid,u	,madri,du
oblast,ima	oblastima
Simeon,om	,sime,o,nom
sastanak,a	sasta,naka
stol,om	sto,lom
mogućnost,ima	mogućnostima
stol,u	sto,lu
društven,og	društvenog
rezultat,a	rezultata
red,u	redu
stav,ova	stavova
svečanost,i	svečanosti
Madrid,a	,madri,da
priznanje,m	prizna,njem
doprinos,a	doprinosa
mladost,i	mladosti
dom,a	doma
egzil,u	eg,zi,lu
department,a	depart,menta
podsekretar,om	podse,kreta,rom
Marko,m	,mar,kom
Grosman,om	,gro,sma,nom
evroatlantski,h	evro,at,la,nt,skih
moguć,e	moguće
musliman,a	muslimana
Vojislav,om	,voji,sla,vom
Boris,om	,bori,som
Tadić,em	,ta,di,ćem
Svetozar,om	,sveto,za,rom
Marović,em	,ma,rovi,ćem
Vuk,om	,vu,kom
Drašković,em	,dra,ško,vi,ćem
Mladić,a	,mladića
nalog,a	naloga
bivši,h	bivših
Vlastimir,a	,vlastimira
Đorđević,a	,đorđevića
Sreten,a	,srete,na
Pavković,a	,pav,kovića
Vladimir,a	,vladimira
Lazarević,a	,lazare,vića
moć,i	moći
Grosman,u	,gro,sma,nu
posvećenost,i	posveće,nosti
optužen,og	optu,ženog
naj,tražen,ija	naj,tra,že,nija
osumnjičen,a	osumnji,čena
MKSJ,-a	,m,ks,j,-,a
pun,a	puna
plan,ove	planove
Jadran,u	,ja,dra,nu
prijateljski,h	prijatelj,skih
otvoren,ih	otvorenih
dve,ju	dveju
slovenački,m	slovena,čkim
Anton,om	,anto,nom
Rop,om	,ro,pom
novembarski,m	novembar,skim
februar,u	febru,aru
datum,a	datuma
Berlin,u	,berlinu
irski,m	ir,skim
Berti,jem	,be,rti,jem
Ahern,om	,a,he,rnom
šestomesečni,m	šesto,mese,čnim
mandat,om	manda,tom
Ginter,om	,g,inte,rom
Ferhojgen,om	,fer,ho,j,ge,nom
povratnik,a	povra,tnika
raseljen,ih	rase,ljenih
pogođen,im	pogo,đenim
fotograf,i	fotografi
fotograf,a	fotogra,fa
rad,ove	radove
štampan,im	štampa,nim
tvoj,im	tvoji,m
Tomislav,u	,tomi,slavu
Georgijev,u	,geor,gije,vu
Arhus,u	,ar,hu,su
prvak,a	prva,ka
parter,u	par,teru
preskok,u	pre,sko,ku
kozlić,a	koz,lića
vežba,ma	ve,ž,bama
razboj,u	raz,boju
srebrn,u	srebr,nu
bronzan,u	bron,za,nu
višeboj,u	više,boju
ostali,h	ostalih
učesnik,a	učesnika
karika,ma	kari,kama
planina,ma	plani,nama
zemljotres,u	zemljo,tre,su
poreklo,m	poreklom
naj,talentovan,ijih	naj,ta,len,tova,nijih
festivalski,h	festival,skih
Florijan,a	,flo,rija,na
Donersmark,a	,done,rs,mar,ka
žiri,ja	ži,rija
Porumboju,a	,poru,mbo,ju,a
Bukurešt,a	,buku,re,šta
biometrijski,m	bio,met,rijskim
karta,ma	kartama
crnogorski,m	crnogor,skim
Milan,om	,mila,nom
Roćen,om	,ro,ćenom
sporazum,i	sporazu,mi
pun,o	puno
domen,ima	domenima
turist,ima	turisti,ma
Ulcinj,u	,ul,ci,nju
pasoš,a	paso,ša
moj,a	moja
moj,u	moju
pun,e	pune
Gaš,i	,ga,ši
sporazum,om	sporazu,mom
godina,ma	godinama
migracija,ma	migra,cijama
putni,h	pu,tnih
sporazum,ima	sporazu,mima
moguć,em	moguće,m
sporazum,u	sporazu,mu
datum,e	datu,me
kandidat,ima	kandida,tima
država,ma	državama
seminar,u	semina,ru
dokument,e	doku,mente
slab,og	sla,bog
privilegovan,o	privile,gova,no
gol,ove	go,love
živ,lji	ži,vlji
stav,ovi	stavovi
dobrosusedski,h	dobro,su,sed,skih
stacioniran,ih	sta,cioni,ranih
umor,u	umo,ru
samit,om	sami,tom
usvajanje,m	usvaja,njem
njen,a	njena
različit,im	različitim
određivanje,m	odre,đivanjem
reper,a	re,pera
reformski,m	reform,skim
poduhvat,ima	poduhva,tima
jezik,u	jeziku
tekst,a	teksta
Majkrosoftov,e	,maj,kro,so,f,tove
program,e	programe
naziv,a	naziva
softverski,h	softver,skih
element,i	elementi
meni,ja	me,nija
prevod,a	prevoda
poznat,im	poznatim
lingvist,ima	lingvisti,ma
kompjuter,a	kompjutera
Majkrosoft,a	,maj,kro,so,f,ta
Makedonac,a	,makedo,naca
korisnik,a	korisnika
Majkrosoftov,ih	,maj,kro,so,f,to,vih
piratski,h	pi,ra,tskih
softver,a	softvera
licencirani,h	licenci,ranih
autorski,h	autorskih
nasleđe,m	nasleđe,m
ratni,h	ratnih
jedinstven,og	jedinstvenog
mehanizam,a	mehanizama
CHP,-a	,ch,p,-,a
vid,ova	vidova
činjenica,ma	činjenicama
protokol,u	protoko,lu
prošlost,i	prošlosti
usklađen,ih	uskla,đenih
ratni,m	ratnim
zločin,ima	zlo,či,nima
bilten,u	bil,te,nu
Mirsad,a	,mi,rsa,da
Document,e	,docu,mente
određen,i	određeni
osumnjičen,ima	osumnji,če,nima
zločin,i	zlo,čini
neorganizovan,ih	ne,organi,zovanih
određen,ih	određenih
neodređen,ih	neodre,đenih
student,e	studente
aktivist,e	aktivi,ste
tema,ma	temama
Ešdaunov,a	,e,š,da,u,nova
Pedi,ja	,pe,dija
Ešdaun,a	,e,š,da,una
suštinski,m	sušti,nskim
princip,ima	principima
dogovor,u	do,govoru
izvodljivost,i	izvod,ljivosti
SDS,-a	,s,ds,-,a
policijski,m	polici,jskim
neprihvatljiv,e	neprihvat,ljive
potpun,i	potpuni
prosperitet,a	prosperi,teta
izgled,i	iz,gledi
entitet,a	entiteta
zasnovan,ih	zasnovanih
Dragan,a	,dragana
Čović,a	,čo,vića
Milorad,a	,milo,rada
Dodik,a	,dodi,ka
napor,ima	naporima
avaz,u	ava,zu
kapacitet,om	kapaci,tetom
Brčko,m	,br,čkom
Fikret,a	,fi,kreta
Hasanović,a	,ha,sa,novića
Pan,a	,pa,na
Panić,a	,pa,nića
atentat,om	atenta,tom
Đinđić,a	,đin,đi,ća
ubistvo,m	ubi,stvom
Zoran,a	,zorana
ultranacionalist,e	ultra,nacionali,ste
Šešelj,a	,še,še,lja
Đinđićev,o	,đin,đi,ćevo
Luković,a	,lu,kovića
osumnjičen,og	osumnji,čenog
paravojni,h	para,voj,nih
Slobodan,a	,slobodana
Milošević,a	,miloše,vića
Luković,u	,luković,u
optužen,ima	optuže,nima
velik,ih	velikih
razmer,a	razmera
paravojni,m	para,voj,nim
struktura,ma	strukturama
formiran,im	formira,nim
rat,ova	ratova
komandant,a	komanda,nta
JSO,-a	,j,so,-,a
automobil,a	automo,bila
reformist,a	reformi,sta
nacionalist,e	nacionali,ste
Tomić,a	,tomi,ća
Rade,ta	,rade,ta
Bulatović,a	,bu,lato,vića
savetnik,a	save,tnika
atentat,a	atentata
slučaj,a	slučaja
Đinđićev,e	,đin,đi,ćeve
suđenje,m	su,đenjem
propust,a	propu,sta
Sekulić,a	,seku,lića
Milan,a	,milana
Miljojković,a	,mil,joj,kovića
Bekim,a	,be,ki,ma
Fehmiju,a	,fe,h,miju,a
istaknut,u	istaknu,tu
stan,u	stanu
glumčev,a	glum,čeva
Prizren,a	,prizrena
ljubitelj,i	ljubi,telji
Fehmiju,u	,fe,h,miju,u
film,ove	fil,move
narod,ima	narodima
gvozden,e	gvozde,ne
blok,a	bloka
naj,čuven,ijih	naj,ču,ve,nijih
pijan,i	pijani
go,lim	go,lim
Fehmijuov,e	,fe,h,miju,ove
režiser,ima	reži,se,rima
film,ovima	fil,movima
pad,u	padu
poznat,a	poznata
visok,oj	visokoj
smrtnost,i	smrt,nosti
pad,om	pa,dom
živorođeni,h	živo,ro,đenih
društven,ih	društvenih
razvod,om	razvo,dom
brak,a	braka
karijera,ma	karije,rama
sociodemografski,m	socio,demo,graf,skim
abortus,ima	a,bor,tu,sima
INSTAT,-a	,insta,t,-,a
neprijavljen,e	neprija,vljene
abortus,e	a,bor,tu,se
vezan,i	vezani
mlad,im	mladim
dete,tu	detetu
abortus,i	a,bor,tu,si
Dervišijev,im	,der,vi,šije,vim
roditelj,i	roditelji
nov,ije	novije
sused,i	suse,di
balkanski,m	balkanskim
berza,ma	ber,zama
milion,e	mili,one
KTV,-u	,k,t,v,-,u
posmatrač,i	posmatra,či
vladin,i	vladi,ni
predostrožnost,i	predo,stro,žnosti
nejak,e	neja,ke
Žarkuov,o	,žar,ku,ovo
insajt,u	in,saj,tu
emigrant,i	emigra,nti
banka,ma	bankama
kolaps,a	kola,psa
rast,a	rasta
godišnji,m	godi,šnjim
rast,om	ra,stom
institut,om	institutom
privremen,o	privremeno
srednji,h	srednjih
privremen,og	privreme,nog
nezaposlen,ima	nezaposle,nima
institucija,ma	institucijama
Enver,a	,en,vera
diktatorski,m	dikta,tor,skim
režim,om	reži,mom
nadolazeći,h	nado,laze,ćih
vladar,a	vladara
naj,izolovan,ijom	naji,zo,lo,vani,jom
prostor,a	prostora
list,a	lista
Karajev,i	,kara,jevi
diktator,u	dikta,toru
bogat,iji	boga,tiji
identitet,u	identitetu
brz,og	brzo,g
problem,i	problemi
noga,ma	nogama
sam,i	sami
prepreka,ma	prepre,kama
tvrdoglav,i	tvrdo,gla,vi
Džejms,a	,dže,jm,sa
Bejker,a	,be,jke,ra
posed,a	poseda
zaplenjen,ih	za,ple,njenih
manjina,ma	manji,nama
glasnik,u	glasniku
dom,ove	domo,ve
nezbrinut,u	nez,bri,nu,tu
različitost,i	različitosti
hrišćanski,h	hrišćanskih
jevrejski,h	jevre,jskih
zahtev,e	zahteve
turski,m	turskim
rok,u	roku
fondacija,ma	fonda,cijama
odvojen,oj	odvoje,noj
manjinski,m	manji,nskim
grupa,ma	grupama
manjinski,h	manjinskih
amandman,ima	amand,manima
treći,m	tre,ćim
strana,ma	stranama
nerešen,o	nere,šeno
ustav,u	ustavu
ran,ijih	ranijih
Mahčupjan,u	,mah,č,up,janu
nemusliman,i	nemu,sli,mani
decenija,ma	decenijama
smer,u	smeru
imovinski,h	imovi,nskih
nemuslimanski,h	nemu,sli,man,skih
trening,u	tre,nin,gu
stadion,u	sta,dio,nu
meč,a	me,ča
tim,a	tima
bolest,i	bolesti
osnivač,a	osnivača
pozorišni,h	pozoriš,nih
Rovinj,u	,ro,vi,nju
salon,u	salo,nu
rad,ovi	radovi
Luksemburg,a	,lu,kse,m,bur,ga
Pakistan,a	,pa,ki,stana
Višegrad,u	,više,gradu
ujedinjen,e	ujedi,njene
Krdžali,ju	,kr,dža,liju
seminar,a	seminara
renomiran,i	re,no,mira,ni
ekspert,i	eksperti
koncert,e	koncerte
poznati,h	poznatih
kompozitor,a	kompozitora
Liponenov,om	,li,pone,novom
masmedij,a	ma,sme,dija
prav,u	pravu
interes,i	interesi
interes,ima	interesima
prednost,i	prednosti
čest,a	česta
vlasnik,e	vlasni,ke
direktor,e	direk,tore
urednik,a	urednika
sudski,h	sud,skih
postupak,a	postupaka
Liponenov,e	,li,pone,nove
uvodnik,u	uvo,dniku
Liponen,a	,li,pone,na
list,ova	listova
zajednica,ma	zajednicama
motivisan,a	motivisana
opštinski,h	opšti,nskih
prijem,ima	prije,mima
događaj,e	događaje
haos,a	ha,osa
sprovođenje,m	sprovo,đenjem
ustav,om	ustavom
aparat,a	aparata
frižider,a	fri,ži,dera
zamrzivač,a	zamr,zi,vača
budžetski,m	budže,tskim
suficit,om	sufi,ci,tom
deficit,om	defici,tom
spor,ijeg	spo,rije,g
ulog,a	uloga
stran,ih	stranih
muzičar,a	muzičara
Ijan,a	,i,jana
Braun,a	,bra,una
planiran,a	plani,rana
masakr,a	masa,kra
EXIT,-u	,ex,it,-,u
Sad,u	,sadu
posetilac,a	posetilaca
izvođač,a	izvođača
akreditovan,ih	akredi,tovanih
izveštač,i	izvešta,či
BBC,-a	,b,bc,-,a
MTV,-a	,m,t,v,-,a
ljubitelj,e	ljubi,telje
I,'m	I,',m
izvođač,ima	izvođa,čima
Andervorld,a	,an,der,vor,l,da
posleratni,h	poslera,tnih
naj,poznat,iji	najpozna,tiji
koren,e	kore,ne
opis,a	opisa
ovogodišnji,h	ovo,godišnjih
Glastonberi,ja	,gla,ston,be,rija
društven,im	društvenim
tih,u	ti,hu
tekst,u	tekstu
napad,i	napa,di
EXIT,-a	,ex,it,-,a
pominjanje,m	pominja,njem
masakr,u	ma,sak,ru
mnoštvo,m	mno,štvom
Hrvat,ima	,hrvati,ma
drugi,ma	drugima
rat,u	ratu
Sad,a	,sada
Petrovaradin,u	,petro,vara,dinu
nasmejan,a	nas,me,jana
festival,i	festi,vali
društven,a	društvena
Hašim,om	,ha,ši,mom
Tači,jem	,ta,či,jem
diplomatski,m	diplo,matskim
Hašim,u	,ha,ši,mu
Tači,ju	,ta,či,ju
Jakup,om	,ja,kup,om
Krasnići,jem	,kra,sni,ći,jem
zamenik,om	zameni,kom
Leri,jem	,le,rije,m
Rosin,om	,ro,si,nom
rumunski,m	rumu,nskim
Adrijan,om	,ad,rija,nom
Čorojanu,om	,čo,ro,janu,om
Hose,a	,ho,sea
Luis,a	,lui,sa
Rodrigez,a	,ro,dri,ge,za
Zapater,a	,zapa,tera
gost,iju	gostiju
nemački,m	nemačkim
Štajnmajer,om	,šta,jn,ma,je,rom
brz,o	brzo
potpun,e	potpune
guverner,a	gu,ver,nera
delegat,a	delega,ta
vodeći,h	vodećih
Žan,om	,ža,nom
Lemijer,om	,le,mije,rom
investitor,ima	investi,torima
očekivan,og	očekivanog
biznis,om	bizni,som
potpredsednik,om	pot,predse,dni,kom
Miroljub,om	,miro,lju,bom
Labus,om	,la,bu,som
projekt,ima	projektima
ton,u	tonu
potpun,im	potpu,nim
uspeh,om	uspehom
rat,a	rata
narod,i	narodi
lak,ši	lak,ši
kongres,u	kongresu
Kofi,ja	,ko,fija
Anan,a	,ana,na
prihvatljiv,og	prihvat,ljivog
demokrata,ma	demokra,tama
priznat,i	priznati
udar,a	udara
skor,o	skoro
rezolucija,ma	rezolu,cijama
vremenski,m	vremenskim
okvir,om	okvi,rom
Redžep,a	,red,že,pa
Tajip,a	,ta,ji,pa
Erdogan,a	,er,do,gana
aerodrom,i	ae,rod,ro,mi
brod,ove	bro,dove
avion,e	a,vio,ne
obim,a	obima
Sali,jem	,sali,jem
žestok,u	žesto,ku
kritičar,i	kritičari
Edi,ja	,e,dija
problem,om	problemom
pojedinac,a	pojedinaca
zakon,om	zakonom
neuobičajen,o	neuobičaje,no
otkaz,a	otkaza
osoba,ma	osobama
status,om	statusom
službenik,a	službenika
njen,im	njenim
strog,om	stro,gom
faktor,om	fak,torom
visok,e	visoke
ostali,m	ostalim
nosilac,a	nosilaca
monopol,ima	mono,po,lima
višegodišnji,h	višegodi,šnjih
monopol,a	mono,pola
pogodnost,i	pogodnosti
monopolist,i	mono,po,listi
biznismen,a	bizni,s,mena
opterećen,i	optere,ćeni
cena,ma	ce,nama
monopol,i	mono,poli
kartel,i	karte,li
monopolistički,h	mono,po,lističkih
proizvođač,e	proizvođa,če
domaći,h	domaćih
MMF,-a	,mm,f,-,a
monopol,e	mono,pole
prehramben,oj	prehrambe,noj
mali,m	malim
prihod,ima	priho,dima
nezaposlen,i	nezaposle,ni
kartel,e	karte,le
reč,i	reči
neobuzdan,a	neo,bu,z,dana
nezakonit,o	nezakoni,to
stan,a	stana
unuk,a	unu,ka
intelektualac,a	intelektualaca
organizovan,a	organizovana
dokument,u	dokumentu
civil,a	ci,vila
saopštenje,m	saopšte,njem
penzionisan,i	penzioni,sani
pridruživanje,m	pridru,ži,vanjem
saveznik,a	saveznika
ostali,ma	osta,lima
mek,i	me,ki
star,e	stare
rat,ovi	ratovi
raspad,a	raspada
jednak,i	jednaki
klimav,im	klima,vim
temelj,ima	temeljima
prihod,e	prihode
Marković,em	,mar,kovi,ćem
blok,u	blo,ku
diplomiran,i	diplomira,ni
bogat,i	bogati
most,a	mosta
Mihail,u	,mihai,lu
Jovović,u	,jovo,viću
urednik,u	ured,niku
Vijest,i	,vije,sti
glava,ma	gla,vama
komunistički,m	komunisti,čkim
vreme,nima	vremenima
neuspeh,a	neuspeha
izazov,i	izazovi
nedelja,ma	nedelja,ma
stvarnost,i	stvarnosti
loš,e	loše
slab,a	slaba
nezaposlenost,i	nezaposlenosti
novčan,e	novča,ne
slab,om	sla,bom
stručnost,i	stru,čnosti
ran,ijim	ranijim
izveštaj,em	izvešta,jem
