jeremić,a	jere,mića
prvi,m	prvim
priznavanje,m	prizna,vanjem
sistem,a	sistema
zahtev,a	zahteva
podneti,h	podne,tih
bangladeš,a	ban,gla,de,ša
sadam,a	sa,dama
husein,a	hu,se,ina
aerodrom,e	aerodro,me
moguć,om	moguć,om
moguć,im	mogućim
odlaganje,m	od,laganjem
govor,u	govoru
helsinki,ju	helsin,kiju
brisel,om	brise,lom
avion,ima	avionima
kiparski,h	ki,par,skih
linija,ma	linijama
puč,a	pu,ča
spor,ih	spo,rih
moguć,i	mogući
sam,im	samim
stav,u	stavu
naftovod,a	naf,tovo,da
složen,og	složenog
projekt,a	projekta
ruski,m	ruskim
viktor,om	vi,ktorom
kristenko,m	kri,sten,kom
iznos,u	iznosu
sirov,a	si,rova
aleksandropolis,a	aleksand,ro,polisa
egej,a	ege,ja
burgas,a	bur,gasa
kapacitet,a	kapaciteta
naftovod,om	naf,tovo,dom
moreuz,a	more,uza
jeftin,ije	jeftinije
barel,a	ba,rela
sirov,e	sirove
vlasnički,h	vlasni,čkih
tehnički,h	tehničkih
ekonomski,h	ekonomskih
parametar,a	parametara
predložen,og	predloženog
naj,isplativ,ija	naji,spla,ti,vija
uslov,i	uslovi
zainteresovan,e	zainteresovane
koordinator,a	koordina,tora
partner,ima	partnerima
skok,u	skoku
skok,a	skoka
otvoren,om	otvorenom
film,ovi	filmovi
karneval,ima	karne,valima
ritual,ima	ritua,lima
održan,im	održa,nim
patras,u	pa,tra,su
izvođač,i	izvođa,či
japan,a	japana
festival,a	festivala
režiser,a	reži,sera
semih,a	se,mi,ha
kaplanoglu,a	ka,pla,nog,lu,a
nirnberg,u	ni,rn,ber,gu
festival,u	festivalu
dugometražni,h	dugo,metra,žnih
igrani,h	igra,nih
svoj,om	svojom
smrt,i	smrti
heroj,a	heroja
adem,a	a,dema
jašari,ja	ja,ša,rija
događaj,a	događaja
organizovan,og	organizovanog
pravosudni,h	pravosudnih
spremnost,i	spremnosti
određen,og	određenog
januar,u	januaru
konkurentnost,i	konkurentnosti
ekspertski,h	ekspert,skih
meglen,om	me,gle,nom
kunev,om	ku,ne,vom
sergej,em	serge,jem
stanišev,im	stani,še,vim
broj,a	broja
evropski,h	evropskih
fond,ova	fondova
budućnost,i	budućnosti
komesar,om	kome,sa,rom
oli,jem	oli,jem
planiran,im	plani,ranim
strukturni,m	strukturnim
niz,u	nizu
bombaški,h	bomba,ških
mlad,ima	mladima
slogan,a	slo,gana
pano,ima	pano,ima
spot,ovi	spo,tovi
poznat,e	poznate
sve,ga	svega
podmladak,a	podmla,daka
mlad,i	mladi
zabrinut,i	zabrinuti
etički,h	etičkih
organizovan,i	organizovani
analitičar,a	analiti,čara
rezultat,e	rezultate
poster,a	po,stera
spot,a	spo,ta
zainteresovan,i	zainteresovani
život,a	života
ideal,a	ideala
politički,m	političkim
igrač,i	igrači
izlaznost,i	izlaz,nosti
rezultat,ima	rezultatima
moguć,a	moguća
društven,u	društvenu
njihov,i	njihovi
profil,e	profile
fejsbuk,u	fejsbuku
internet,a	interneta
zapadni,m	zapadnim
demokratija,ma	demokratija,ma
žestok,e	žesto,ke
socijaldemokrat,a	socijaldemokra,ta
opozicioni,h	opozicionih
kabinet,a	kabineta
stvaranje,m	stvaranjem
predstojeći,h	predstoje,ćih
uzor,u	uzoru
političar,e	politi,čare
vasić,a	vasi,ća
portal,u	portalu
blog,ove	blo,gove
bloger,ima	blo,ge,rima
progres,a	progresa
snsd,-a	sns,d,-,a
post,ove	posto,ve
blog,u	blogu
događaj,ima	događajima
protivnik,e	protiv,nike
rad,u	radu
rasprostranjen,ija	rasprostra,nje,nija
frekventnost,i	frekve,ntnosti
mobing,a	mobi,nga
izraz,a	izraza
učestalost,i	učestalosti
oblik,a	oblika
loš,ih	loših
kolega,ma	kolegama
statut,ima	statu,tima
spor,ovi	sporovi
poslodavac,a	poslodavaca
zaposlen,ih	zaposlenih
proces,a	procesa
zavisnost,i	zavisnosti
prekršaj,a	prekršaja
papir,u	papiru
obazriv,iji	obazri,viji
propis,a	propisa
prelaz,u	prelazu
kosovo,m	kosovom
naj,nov,ijim	najnovijim
akt,i	akti
tamošnji,h	tamošnjih
odnos,ima	odnosima
barikada,ma	bari,kada,ma
neprihvatljiv,o	neprihvatljivo
naj,nov,ijem	najnovi,jem
događaj,u	događaju
interes,e	interese
vaš,em	vašem
akter,i	akteri
dijalog,u	dijalogu
instrument,om	instru,mentom
uspeh,a	uspeha
interes,u	interesu
čitav,e	čitave
tehnički,m	tehničkim
kontekst,u	kontekstu
čitav,og	čitavog
naj,nov,iji	najnoviji
događaj,i	događaji
neprihvatljiv,i	neprihvatlji,vi
proces,e	procese
njihov,ih	njihovih
prioritet,e	prioritete
krajnji,h	krajnjih
rok,ova	rokova
njen,om	njenom
predlog,u	predlogu
status,u	statusu
nadziran,u	nadzi,ranu
stanovnik,a	stanovnika
ambasador,ima	ambasa,do,rima
predlog,e	predloge
muškarac,a	muškaraca
tribjun,a	tri,b,juna
agim,a	agi,ma
čeku,a	če,ku,a
prijatelj,i	prijatelji
nerešen,og	nere,šenog
narod,a	naroda
duvan,a	duvana
radnik,e	radnike
ugovor,u	ugovoru
bulgartabak,a	bu,lga,rta,ba,ka
komentar,u	komentaru
sindikat,a	sindikata
radnik,a	radnika
bulgartabakov,e	bu,lga,rta,ba,kove
blagojevgrad,u	blago,jev,gradu
pleven,u	ple,venu
delatnost,i	delatnosti
filijala,ma	filija,lama
invest,a	in,ve,sta
holding,a	hol,dinga
vlasnik,a	vlasnika
konkurs,a	konkursa
ran,ijoj	rani,joj
finansijski,m	finansijskim
plan,ovima	planovima
sam,a	sama
kredit,a	kredita
autoput,a	autoputa
suveren,i	suvereni
koridor,a	koridora
segment,a	segmenta
dug,og	dugog
jugoistok,u	jugoistoku
naplatni,h	napla,tnih
ugovor,a	ugovora
investicija,ma	investicijama
tunel,a	tunela
most,ova	mostova
nadvožnjak,a	nad,vo,žnja,ka
podvožnjak,a	pod,vo,žnja,ka
prelaz,a	prelaza
tabanovci,ma	taba,nov,cima
negotin,u	nego,tinu
konsultant,a	konsulta,nta
obelodanjen,im	obeloda,njenim
tender,u	tende,ru
konzorcijum,a	konzor,cijuma
investitor,a	investitora
hotel,a	hotela
turistički,h	turističkih
put,eva	puteva
odsek,a	odseka
potpisivanje,m	potpisi,vanjem
oblik,u	obliku
budžet,a	budžeta
kompanija,ma	kompanijama
porodica,ma	porodicama
ideja,ma	idejama
njihov,oj	njihovoj
magazin,a	magazina
niko,ga	nikoga
ženski,h	ženskih
rukovodilac,a	rukovodilaca
sopstven,i	sopstveni
kredit,ima	kreditima
fond,a	fonda
bankarski,m	bankar,skim
trenutak,a	trenutaka
noć,i	noći
kredit,e	kredite
moj,oj	mojoj
poštovanje,m	poštovanjem
džentlmen,i	dže,nt,l,meni
istrajnost,i	istra,jnosti
usluga,ma	uslugama
tekstil,a	tekstila
konsalting,a	kon,sal,tinga
žena,ma	ženama
prosek,a	proseka
program,i	programi
indikator,i	indikatori
broj,u	broju
biznis,u	biznisu
retki,h	retkih
šmatko,m	š,mat,kom
rosatom,a	rosa,toma
jedinstven,u	jedinstvenu
žestok,i	žesto,ki
izvor,e	izvore
naš,a	naša
odbor,a	odbora
energetski,h	energetskih
objekt,om	objektom
visok,im	visokim
seizmički,m	seizmi,čkim
aktivnost,ima	aktivnostima
verski,h	verskih
spomenik,a	spomenika
izaslanik,a	izaslanika
fatmir,om	fa,t,mirom
sejdiu,om	se,j,di,u,om
verski,m	verskim
zona,ma	zonama
spomenik,e	spomenike
zaštićen,e	zaštićene
mnogi,h	mnogih
detalj,a	detalja
stav,ovima	stavovima
pokušaj,ima	pokušajima
lider,e	li,dere
održiv,i	održivi
rohanov,a	ro,ha,nova
marti,ja	mar,tija
ahtisari,ja	ah,tisa,rija
albanac,a	albanaca
ishod,a	ishoda
vašington,a	vašingtona
prav,i	pravi
urban,a	urbana
partner,i	partneri
gledalac,a	gledalaca
evroimidž,a	evro,i,mi,dža
mlad,om	mladom
doktor,u	do,ktoru
gotov,a	gotova
distributer,a	distribu,tera
glumac,a	glumaca
naj,poznat,ijih	najpoznatijih
snimatelj,a	snima,telja
režiser,om	reži,se,rom
kristof,om	kristo,fom
kišlovski,m	ki,šlo,vskim
avijatičar,a	a,vija,ti,čara
film,om	filmom
lav,a	lava
novost,i	novosti
dnevnik,a	dnevnika
buls,e	bul,se
kings,e	king,se
kapital,a	kapitala
divčev,e	div,čeve
dnevnik,u	dnevni,ku
kapital,u	kapitalu
divčev,oj	di,vče,voj
mali,h	malih
deoničar,a	deo,ni,čara
nepošten,o	nepo,šteno
deoničar,ima	deo,ni,čarima
tajkun,i	tajku,ni
povećanje,m	povećanjem
uobičajen,o	uobičajeno
različit,e	različite
deoničar,e	deo,ni,čare
proizvođač,a	proizvođača
naj,prodavan,ije	naj,proda,vanije
lobist,e	lobi,ste
sedište,m	sedištem
priprema,ma	pripremama
španski,h	špa,nskih
španski,m	špa,nskim
luis,om	lui,som
rodrigez,om	rodri,ge,zom
zapatero,m	zapa,terom
madrid,u	madridu
oblast,ima	oblastima
simeon,om	si,meo,nom
sastanak,a	sastanaka
stol,om	stolom
mogućnost,ima	mogućnostima
stol,u	stolu
društven,og	društvenog
rezultat,a	rezultata
red,u	redu
stav,ova	stavova
svečanost,i	svečanosti
madrid,a	madri,da
priznanje,m	prizna,njem
doprinos,a	doprinosa
mladost,i	mladosti
dom,a	doma
egzil,u	eg,zilu
department,a	depart,menta
podsekretar,om	podse,kreta,rom
marko,m	mar,kom
grosman,om	gro,sma,nom
evroatlantski,h	evro,at,la,ntskih
moguć,e	moguće
musliman,a	muslimana
vojislav,om	voji,slavom
boris,om	bori,som
tadić,em	tadi,ćem
svetozar,om	sveto,za,rom
marović,em	ma,rovi,ćem
vuk,om	vu,kom
drašković,em	dra,škovi,ćem
mladić,a	mladi,ća
nalog,a	naloga
bivši,h	bivših
vlastimir,a	vlasti,mira
đorđević,a	đorđevića
sreten,a	sre,tena
pavković,a	pav,kovića
vladimir,a	vladimira
lazarević,a	lazarevića
moć,i	moći
grosman,u	gro,sma,nu
posvećenost,i	posvećenosti
optužen,og	optuženog
naj,tražen,ija	najtra,ženija
osumnjičen,a	osumnji,čena
mksj,-a	m,ks,j,-,a
pun,a	puna
plan,ove	planove
jadran,u	jadra,nu
prijateljski,h	prijatelj,skih
otvoren,ih	otvorenih
dve,ju	dveju
slovenački,m	slovena,čkim
anton,om	anto,nom
rop,om	ro,pom
novembarski,m	novembar,skim
februar,u	februaru
datum,a	datuma
berlin,u	berlinu
irski,m	i,rskim
berti,jem	ber,ti,jem
ahern,om	a,he,rnom
šestomesečni,m	šesto,mese,čnim
mandat,om	manda,tom
ginter,om	g,inte,rom
ferhojgen,om	fer,ho,j,genom
povratnik,a	povra,tnika
raseljen,ih	rase,ljenih
pogođen,im	pogo,đenim
fotograf,i	fotografi
fotograf,a	foto,grafa
rad,ove	radove
štampan,im	štampanim
tvoj,im	t,vojim
tomislav,u	tomi,slavu
georgijev,u	georgije,vu
arhus,u	ar,hu,su
prvak,a	prvaka
parter,u	par,teru
preskok,u	presko,ku
kozlić,a	koz,lića
vežba,ma	vežbama
razboj,u	razbo,ju
srebrn,u	srebrnu
bronzan,u	bronza,nu
višeboj,u	više,boju
ostali,h	ostalih
učesnik,a	učesnika
karika,ma	kari,kama
planina,ma	planinama
zemljotres,u	zemljotre,su
poreklo,m	poreklom
naj,talentovan,ijih	najta,len,tova,nijih
festivalski,h	festival,skih
florijan,a	flo,rijana
donersmark,a	do,ner,sma,rka
žiri,ja	žirija
porumboju,a	po,rum,boju,a
bukurešt,a	bukure,šta
biometrijski,m	bio,metrijskim
karta,ma	karta,ma
crnogorski,m	crnogor,skim
milan,om	mila,nom
roćen,om	ro,ćenom
sporazum,i	sporazumi
pun,o	puno
domen,ima	domenima
turist,ima	turistima
ulcinj,u	u,lci,nju
pasoš,a	pasoša
moj,a	moja
moj,u	moju
pun,e	pune
gaš,i	ga,ši
sporazum,om	sporazumom
godina,ma	godinama
migracija,ma	migracijama
putni,h	pu,tnih
sporazum,ima	sporazumima
moguć,em	mogućem
sporazum,u	sporazumu
datum,e	datu,me
kandidat,ima	kandidatima
država,ma	državama
seminar,u	semina,ru
dokument,e	dokumente
slab,og	slabog
privilegovan,o	privilegova,no
gol,ove	go,love
živ,lji	ži,vlji
stav,ovi	stavovi
dobrosusedski,h	dobro,su,sed,skih
stacioniran,ih	stacioni,ranih
umor,u	umo,ru
samit,om	sami,tom
usvajanje,m	usvajanjem
njen,a	njena
različit,im	različitim
određivanje,m	određivanjem
reper,a	re,pera
reformski,m	refor,mskim
poduhvat,ima	poduhva,tima
jezik,u	jeziku
tekst,a	teksta
majkrosoftov,e	maj,kro,so,f,tove
program,e	programe
naziv,a	naziva
softverski,h	softverskih
element,i	elementi
meni,ja	menija
prevod,a	prevoda
poznat,im	poznatim
lingvist,ima	ling,vi,stima
kompjuter,a	kompjutera
majkrosoft,a	maj,kro,so,fta
makedonac,a	makedo,naca
korisnik,a	korisnika
majkrosoftov,ih	maj,kro,so,f,tovih
piratski,h	pi,ra,tskih
softver,a	softvera
licencirani,h	licenci,ranih
autorski,h	autorskih
nasleđe,m	nasleđem
ratni,h	ratnih
jedinstven,og	jedinstvenog
mehanizam,a	mehanizama
chp,-a	c,hp,-,a
vid,ova	vidova
činjenica,ma	činjenicama
protokol,u	protokolu
prošlost,i	prošlosti
usklađen,ih	uskla,đenih
ratni,m	ratnim
zločin,ima	zločinima
bilten,u	bil,te,nu
mirsad,a	mir,sada
document,e	do,cu,mente
određen,i	određeni
osumnjičen,ima	osumnji,če,nima
zločin,i	zločini
neorganizovan,ih	neorga,ni,zovanih
određen,ih	određenih
neodređen,ih	neodre,đenih
student,e	studente
aktivist,e	aktivi,ste
tema,ma	temama
ešdaunov,a	e,š,da,u,nova
pedi,ja	pe,dija
ešdaun,a	e,š,da,una
suštinski,m	sušti,nskim
princip,ima	principima
dogovor,u	dogovoru
izvodljivost,i	izvod,ljivosti
sds,-a	sds,-,a
policijski,m	policijskim
neprihvatljiv,e	neprihvatlji,ve
potpun,i	potpuni
prosperitet,a	prosperi,teta
izgled,i	izgle,di
entitet,a	entiteta
zasnovan,ih	zasnovanih
dragan,a	dragana
čović,a	čo,vića
milorad,a	milorada
dodik,a	do,dika
napor,ima	naporima
avaz,u	ava,zu
kapacitet,om	kapacitetom
brčko,m	br,čkom
fikret,a	fi,kreta
hasanović,a	ha,sa,novića
pan,a	pana
panić,a	pa,nića
atentat,om	atenta,tom
đinđić,a	đinđića
ubistvo,m	ubi,stvom
zoran,a	zorana
ultranacionalist,e	ultra,nacionali,ste
šešelj,a	šeše,lja
đinđićev,o	đinđi,ćevo
luković,a	lu,kovića
osumnjičen,og	osumnjičenog
paravojni,h	para,voj,nih
slobodan,a	slobodana
milošević,a	miloševića
luković,u	lu,koviću
optužen,ima	optu,že,nima
velik,ih	velikih
razmer,a	razmera
paravojni,m	para,voj,nim
struktura,ma	strukturama
formiran,im	formi,ranim
rat,ova	ratova
komandant,a	komandanta
jso,-a	j,so,-,a
automobil,a	automobila
reformist,a	reformi,sta
nacionalist,e	nacionali,ste
tomić,a	tomi,ća
rade,ta	rade,ta
bulatović,a	bula,tovića
savetnik,a	savetnika
atentat,a	atentata
slučaj,a	slučaja
đinđićev,e	đinđi,ćeve
suđenje,m	su,đenjem
propust,a	propusta
sekulić,a	seku,lića
milan,a	milana
miljojković,a	mil,joj,kovića
bekim,a	be,ki,ma
fehmiju,a	fe,h,miju,a
istaknut,u	istaknu,tu
stan,u	stanu
glumčev,a	glu,m,čeva
prizren,a	prizrena
ljubitelj,i	ljubitelji
fehmiju,u	fe,h,miju,u
film,ove	filmove
narod,ima	narodima
gvozden,e	gvozde,ne
blok,a	bloka
naj,čuven,ijih	naj,ču,ve,nijih
pijan,i	pija,ni
go,lim	go,lim
fehmijuov,e	fe,h,miju,ove
režiser,ima	reži,se,rima
film,ovima	filmovima
pad,u	padu
poznat,a	poznata
visok,oj	visokoj
smrtnost,i	smrtnosti
pad,om	padom
živorođeni,h	živo,ro,đenih
društven,ih	društvenih
razvod,om	razvo,dom
brak,a	braka
karijera,ma	karije,rama
sociodemografski,m	socio,demo,grafskim
abortus,ima	abor,tu,sima
instat,-a	in,st,at,-,a
neprijavljen,e	neprija,vljene
abortus,e	abor,tu,se
vezan,i	vezani
mlad,im	mladim
dete,tu	detetu
abortus,i	abor,tu,si
dervišijev,im	der,vi,šije,vim
roditelj,i	roditelji
nov,ije	novije
sused,i	suse,di
balkanski,m	balkanskim
berza,ma	ber,zama
milion,e	milione
ktv,-u	k,tv,-,u
posmatrač,i	posmatra,či
vladin,i	vla,dini
predostrožnost,i	predostro,žnosti
nejak,e	neja,ke
žarkuov,o	žar,ku,ovo
insajt,u	insaj,tu
emigrant,i	emigra,nti
banka,ma	bankama
kolaps,a	kola,psa
rast,a	rasta
godišnji,m	godišnjim
rast,om	rastom
institut,om	institu,tom
privremen,o	privremeno
srednji,h	srednjih
privremen,og	privremenog
nezaposlen,ima	nezaposle,nima
institucija,ma	institucijama
enver,a	en,vera
diktatorski,m	dikta,torskim
režim,om	režimom
nadolazeći,h	nado,laze,ćih
vladar,a	vladara
naj,izolovan,ijom	naji,zo,lo,vani,jom
prostor,a	prostora
list,a	lista
karajev,i	kara,jevi
diktator,u	dikta,toru
bogat,iji	bogatiji
identitet,u	identitetu
brz,og	brzog
problem,i	problemi
noga,ma	nogama
sam,i	sami
prepreka,ma	prepre,kama
tvrdoglav,i	tvrdogla,vi
džejms,a	džejmsa
bejker,a	be,jke,ra
posed,a	poseda
zaplenjen,ih	zaple,njenih
manjina,ma	manji,nama
glasnik,u	glasniku
dom,ove	domove
nezbrinut,u	nez,bri,nu,tu
različitost,i	različitosti
hrišćanski,h	hrišćanskih
jevrejski,h	jevrejskih
zahtev,e	zahteve
turski,m	turskim
rok,u	roku
fondacija,ma	fonda,cijama
odvojen,oj	odvoje,noj
manjinski,m	manji,nskim
grupa,ma	grupama
manjinski,h	manjinskih
amandman,ima	amand,manima
treći,m	trećim
strana,ma	stranama
nerešen,o	nere,šeno
ustav,u	usta,vu
ran,ijih	ranijih
mahčupjan,u	mah,ču,p,janu
nemusliman,i	ne,musli,mani
decenija,ma	decenijama
smer,u	smeru
imovinski,h	imovinskih
nemuslimanski,h	ne,musli,man,skih
trening,u	treningu
stadion,u	stadionu
meč,a	meča
tim,a	tima
bolest,i	bolesti
osnivač,a	osnivača
pozorišni,h	pozorišnih
rovinj,u	ro,vi,nju
salon,u	sa,lonu
rad,ovi	radovi
luksemburg,a	lukse,mbu,rga
pakistan,a	paki,stana
višegrad,u	više,gradu
ujedinjen,e	ujedinje,ne
krdžali,ju	k,rd,ža,liju
seminar,a	seminara
renomiran,i	re,nomi,rani
ekspert,i	eksperti
koncert,e	koncerte
poznati,h	poznatih
kompozitor,a	kompozitora
liponenov,om	li,pone,novom
masmedij,a	ma,sme,dija
prav,u	pravu
interes,i	interesi
interes,ima	interesima
prednost,i	prednosti
čest,a	česta
vlasnik,e	vlasnike
direktor,e	dire,ktore
urednik,a	urednika
sudski,h	sudskih
postupak,a	postupaka
liponenov,e	li,pone,nove
uvodnik,u	uvo,dniku
liponen,a	li,pone,na
list,ova	listova
zajednica,ma	zajednicama
motivisan,a	motivisana
opštinski,h	opštinskih
prijem,ima	prije,mima
događaj,e	događaje
haos,a	haosa
sprovođenje,m	sprovođenjem
ustav,om	ustavom
aparat,a	aparata
frižider,a	friži,dera
zamrzivač,a	zamr,ziva,ča
budžetski,m	budže,tskim
suficit,om	su,fici,tom
deficit,om	defici,tom
spor,ijeg	sporije,g
ulog,a	uloga
stran,ih	stranih
muzičar,a	muzičara
ijan,a	i,jana
braun,a	bra,una
planiran,a	planirana
masakr,a	masa,kra
exit,-u	ex,it,-,u
sad,u	sadu
posetilac,a	posetilaca
izvođač,a	izvođača
akreditovan,ih	akredi,tovanih
izveštač,i	izvešta,či
bbc,-a	bbc,-,a
mtv,-a	m,tv,-,a
ljubitelj,e	ljubitelje
i,'m	i,',m
izvođač,ima	izvođa,čima
andervorld,a	a,nde,rvo,r,lda
posleratni,h	poslera,tnih
naj,poznat,iji	najpoznatiji
koren,e	korene
opis,a	opisa
ovogodišnji,h	ovo,godišnjih
glastonberi,ja	gla,ston,be,rija
društven,im	društvenim
tih,u	ti,hu
tekst,u	tekstu
napad,i	napadi
exit,-a	ex,it,-,a
pominjanje,m	pominja,njem
masakr,u	ma,sak,ru
mnoštvo,m	mno,štvom
hrvat,ima	hrvatima
drugi,ma	drugima
rat,u	ratu
sad,a	sada
petrovaradin,u	petrovara,dinu
nasmejan,a	nasme,jana
festival,i	festi,vali
društven,a	društvena
hašim,om	ha,ši,mom
tači,jem	tači,jem
diplomatski,m	diplomatskim
hašim,u	ha,ši,mu
tači,ju	ta,čiju
jakup,om	ja,ku,pom
krasnići,jem	kra,sni,ći,jem
zamenik,om	zame,nikom
leri,jem	le,rijem
rosin,om	ro,si,nom
rumunski,m	rumu,nskim
adrijan,om	ad,rija,nom
čorojanu,om	čo,ro,janu,om
hose,a	ho,sea
luis,a	lu,isa
rodrigez,a	rodri,ge,za
zapater,a	zapa,tera
gost,iju	gostiju
nemački,m	nemačkim
štajnmajer,om	šta,jn,ma,je,rom
brz,o	brzo
potpun,e	potpune
guverner,a	guvernera
delegat,a	delegata
vodeći,h	vodećih
žan,om	ža,nom
lemijer,om	le,mije,rom
investitor,ima	investitorima
očekivan,og	očekivanog
biznis,om	bizni,som
potpredsednik,om	potpred,sedni,kom
miroljub,om	miro,lju,bom
labus,om	la,bu,som
projekt,ima	projektima
ton,u	tonu
potpun,im	potpunim
uspeh,om	uspehom
rat,a	rata
narod,i	narodi
lak,ši	lakši
kongres,u	kongresu
kofi,ja	ko,fija
anan,a	ana,na
prihvatljiv,og	prihvatlji,vog
demokrata,ma	demokra,tama
priznat,i	priznati
udar,a	udara
skor,o	skoro
rezolucija,ma	rezolu,cijama
vremenski,m	vremenskim
okvir,om	okvirom
redžep,a	redže,pa
tajip,a	ta,ji,pa
erdogan,a	erdo,gana
aerodrom,i	aerodro,mi
brod,ove	brodove
avion,e	avione
obim,a	obima
sali,jem	sali,jem
žestok,u	žesto,ku
kritičar,i	kritičari
edi,ja	e,dija
problem,om	problemom
pojedinac,a	pojedinaca
zakon,om	zakonom
neuobičajen,o	neuobičaje,no
otkaz,a	otkaza
osoba,ma	osobama
status,om	statusom
službenik,a	službenika
njen,im	njenim
strog,om	stro,gom
faktor,om	faktorom
visok,e	visoke
ostali,m	ostalim
nosilac,a	nosilaca
monopol,ima	mono,po,lima
višegodišnji,h	više,godišnjih
monopol,a	monopola
pogodnost,i	pogodnosti
monopolist,i	mono,po,listi
biznismen,a	biznis,mena
opterećen,i	optere,ćeni
cena,ma	cenama
monopol,i	mono,poli
kartel,i	kar,teli
monopolistički,h	mono,po,lističkih
proizvođač,e	proizvođače
domaći,h	domaćih
mmf,-a	mmf,-,a
monopol,e	mono,pole
prehramben,oj	prehrambe,noj
mali,m	malim
prihod,ima	prihodima
nezaposlen,i	nezaposle,ni
kartel,e	karte,le
reč,i	reči
neobuzdan,a	neo,bu,z,dana
nezakonit,o	nezakonito
stan,a	stana
unuk,a	unuka
intelektualac,a	intelektualaca
organizovan,a	organizovana
dokument,u	dokumentu
civil,a	civila
saopštenje,m	saopšte,njem
penzionisan,i	penzioni,sani
pridruživanje,m	pridruži,vanjem
saveznik,a	saveznika
ostali,ma	ostalima
mek,i	me,ki
star,e	stare
rat,ovi	ratovi
raspad,a	raspada
jednak,i	jednaki
klimav,im	klima,vim
temelj,ima	temeljima
prihod,e	prihode
marković,em	mar,kovićem
blok,u	bloku
diplomiran,i	diplomirani
bogat,i	bogati
most,a	mosta
mihail,u	mihai,lu
jovović,u	jovo,viću
urednik,u	ured,niku
vijest,i	vije,sti
glava,ma	glavama
komunistički,m	komunisti,čkim
vreme,nima	vremenima
neuspeh,a	neuspeha
izazov,i	izazovi
nedelja,ma	nedeljama
stvarnost,i	stvarnosti
loš,e	loše
slab,a	slaba
nezaposlenost,i	nezaposlenosti
novčan,e	novčane
slab,om	sla,bom
stručnost,i	stručnosti
ran,ijim	ranijim
izveštaj,em	izvešta,jem
euleks,-om	eu,le,ks,-,om
mustaf,a	mustafa
nov,o	novo
transparens,i	tran,spa,ren,si
internešenel,a	interne,šene,la
naj,nov,ije	najnovije
severni,m	severnim
sastav,u	sastavu
bamir,om	ba,mirom
topi,jem	to,pi,jem
američki,m	američkim
ambasador,om	ambasa,dorom
džon,om	džo,nom
viters,om	vi,ter,som
pravosudni,m	pravosu,dnim
izborni,m	izbornim
fudbalski,h	fudbalskih
balkan,om	balka,nom
fudbalski,m	fudbal,skim
liga,ma	li,gama
kvalifikacioni,h	kvalifika,cionih
hrvat,a	hrvata
prevara,ma	preva,rama
namešten,ih	name,štenih
nemački,h	nemačkih
fenerbahče,a	fe,ner,bah,če,a
ulm,a	ul,ma
igrač,a	igrača
genčlerbirligi,ja	gen,č,ler,bir,li,gija
džavdžavljev,ih	dža,v,dža,vlje,vih
sport,u	sportu
dokaz,e	dokaze
sportski,h	sportskih
skandal,a	skandala
poverljiv,ih	pover,ljivih
sumnjiv,im	sumnji,vim
utakmica,ma	utakmicama
klupski,h	klu,pskih
brz,im	brzim
rasprostranjen,iji	rasprostra,nje,niji
msp,-om	msp,-,om
predstavljen,i	predstavljeni
pravni,h	pravnih
usmen,e	usmene
argument,e	argumente
jordan,a	jor,dana
integritet,a	integriteta
pravo,m	pravom
miloševićev,a	miloše,vićeva
pravni,m	pravnim
naslednik,om	nasle,dnikom
integritet,u	integri,tetu
odvojen,e	odvojene
suveren,e	suve,rene
usmen,og	usmenog
sudski,m	sudskim
proces,ima	procesima
rođak,a	rođaka
obzir,a	obzira
krivični,h	krivičnih
kriminalac,a	kriminalaca
kriminalistički,h	kriminali,stičkih
nemoguć,a	nemoguća
otpadni,h	otpadnih
priobalni,m	prioba,lnim
naj,izolovan,ijih	naji,zo,lova,nijih
zatvoren,ih	zatvorenih
dubina,ma	dubinama
kiseonik,a	kiseonika
kiseonik,om	kiseonikom
sloj,u	sloju
osetljiv,o	oset,ljivo
poremećaj,e	poremećaje
ekosistem,a	ekosistema
neodrživ,e	neodrži,ve
prinos,ima	prinosi,ma
jevtin,ijim	je,v,ti,nijim
raširen,e	raši,rene
pesticid,a	pesticida
priobalni,h	prioba,lnih
sliv,u	slivu
ulov,i	ulo,vi
šlep,ovi	š,le,povi
dopisnik,u	dopi,sniku
setimes,-a	se,time,s,-,a
ribar,a	ri,bara
šekip,a	še,kipa
jalčin,a	j,al,čina
obalski,h	oba,l,skih
imejl,om	ime,j,lom
projekt,i	projekti
odgovor,u	odgovoru
otpad,a	otpada
projekt,e	projekte
seoski,h	seoskih
otpadni,m	otpad,nim
hranljiv,im	hran,ljivim
materija,ma	materijama
organizam,a	organizama
preteran,og	pretera,nog
pogoršan,om	pogorša,nom
prečišćen,ih	preči,šće,nih
kanalizacion,ih	kanaliza,cionih
nedomorodački,h	nedo,mo,roda,čkih
čvrst,og	čvrstog
azotni,h	azo,tnih
fosforni,h	fosfor,nih
dunav,a	dunava
obalni,h	oba,lnih
more,m	morem
tri,ma	tri,ma
protokol,ima	protoko,lima
istanbul,u	istanbulu
navod,ima	navodima
hranljiv,ih	hranljivih
industrijski,h	industrijskih
autor,i	autori
produktivnost,i	produktivnosti
reka,ma	rekama
sam,o	samo
hemijski,h	hemijskih
zagađivač,a	zagađivača
prisutnost,i	prisutnosti
povećan,i	povećani
naftni,h	naftnih
gasni,h	ga,snih
kvartal,u	kvartalu
