jeremić,a	jere,mića
širok,a	široka
pokazatelj,a	pokazatelja
žestok,a	žesto,ka
bilbord,e	bil,bor,de
podeljen,e	podeljene
crven,o	crveno
plav,oj	pla,voj
crven,oj	crve,noj
formulisan,a	formulisa,na
hdz,-u	hd,z,-,u
pomoćnik,a	pomoćnika
sanader,a	sa,na,dera
jurčić,u	j,ur,čiću
donator,a	dona,tora
izborni,h	izbornih
poslanički,h	posla,ničkih
azil,u	azi,lu
sudan,a	su,dana
veroispovest,i	veroispovesti
privatnost,i	privatnosti
katić,a	ka,tića
pasoš,em	paso,šem
zdravstven,u	zdravstvenu
pretendent,e	prete,nde,nte
prvi,m	prvim
priznavanje,m	prizna,vanjem
sistem,a	sistema
zahtev,a	zahteva
podneti,h	podne,tih
bangladeš,a	ban,gla,de,ša
sadam,a	sa,dama
husein,a	hu,se,ina
aerodrom,e	aerodro,me
moguć,om	moguć,om
moguć,im	mogućim
odlaganje,m	od,laganjem
govor,u	govoru
helsinki,ju	hel,sin,kiju
brisel,om	brise,lom
avion,ima	avio,nima
kiparski,h	ki,par,skih
linija,ma	linijama
puč,a	pu,ča
spor,ih	spo,rih
moguć,i	mogući
sam,im	samim
stav,u	stavu
naftovod,a	naf,tovo,da
složen,og	slože,nog
projekt,a	projekta
ruski,m	ruskim
viktor,om	vi,ktorom
kristenko,m	kri,sten,kom
iznos,u	iznosu
sirov,a	si,rova
aleksandropolis,a	aleksand,ro,po,lisa
egej,a	e,ge,ja
burgas,a	bur,ga,sa
kapacitet,a	kapaciteta
naftovod,om	naf,tovo,dom
moreuz,a	more,uza
jeftin,ije	jefti,nije
barel,a	ba,rela
sirov,e	siro,ve
vlasnički,h	vlasni,čkih
tehnički,h	tehničkih
ekonomski,h	ekonomskih
parametar,a	parametara
predložen,og	predloženog
naj,isplativ,ija	naji,spla,ti,vija
uslov,i	uslovi
zainteresovan,e	zainteresovane
koordinator,a	koordina,tora
partner,ima	partnerima
skok,u	sko,ku
skok,a	skoka
otvoren,om	otvorenom
film,ovi	filmovi
karneval,ima	ka,rne,valima
ritual,ima	ritua,lima
održan,im	održa,nim
patras,u	pa,tra,su
izvođač,i	izvođa,či
japan,a	japana
festival,a	festivala
režiser,a	reži,sera
semih,a	se,mi,ha
kaplanoglu,a	ka,pla,nog,lu,a
nirnberg,u	ni,rn,ber,gu
festival,u	festivalu
dugometražni,h	dugo,metra,žnih
igrani,h	igra,nih
svoj,om	svojom
smrt,i	smrti
heroj,a	heroja
adem,a	a,dema
jašari,ja	ja,ša,rija
događaj,a	događaja
organizovan,og	organizovanog
pravosudni,h	pravosu,dnih
spremnost,i	spremnosti
određen,og	određenog
januar,u	januaru
konkurentnost,i	konkurentnosti
ekspertski,h	ekspert,skih
meglen,om	me,gle,nom
kunev,om	ku,ne,vom
sergej,em	serge,jem
stanišev,im	stani,še,vim
broj,a	broja
evropski,h	evropskih
fond,ova	fondova
budućnost,i	budućnosti
komesar,om	kome,sa,rom
oli,jem	oli,jem
planiran,im	plani,ranim
strukturni,m	struktu,rnim
niz,u	nizu
bombaški,h	bomba,ških
mlad,ima	mladima
slogan,a	slo,gana
pano,ima	pano,ima
spot,ovi	spo,tovi
poznat,e	poznate
sve,ga	svega
podmladak,a	pod,mla,daka
mlad,i	mladi
zabrinut,i	zabri,nuti
etički,h	eti,čkih
organizovan,i	organizovani
analitičar,a	analiti,čara
rezultat,e	rezultate
poster,a	po,stera
spot,a	spo,ta
zainteresovan,i	zainteresovani
život,a	života
ideal,a	idea,la
politički,m	političkim
igrač,i	igrači
izlaznost,i	izlaz,nosti
rezultat,ima	rezultatima
moguć,a	moguća
društven,u	društvenu
njihov,i	njihovi
profil,e	profi,le
fejsbuk,u	fejsbu,ku
internet,a	interneta
zapadni,m	zapadnim
demokratija,ma	demokratija,ma
žestok,e	žesto,ke
socijaldemokrat,a	socija,ldemokra,ta
opozicioni,h	opozi,cionih
kabinet,a	kabineta
stvaranje,m	stvaranjem
predstojeći,h	predstoje,ćih
uzor,u	uzoru
političar,e	politi,čare
vasić,a	vasi,ća
portal,u	portalu
blog,ove	blo,gove
bloger,ima	blo,ge,rima
progres,a	progre,sa
snsd,-a	sns,d,-,a
post,ove	posto,ve
blog,u	blo,gu
događaj,ima	događajima
protivnik,e	protiv,nike
rad,u	radu
rasprostranjen,ija	rasprostra,nje,nija
frekventnost,i	frekve,ntnosti
mobing,a	mobi,nga
izraz,a	izraza
učestalost,i	učestalosti
oblik,a	oblika
loš,ih	loših
kolega,ma	kolegama
statut,ima	statu,tima
spor,ovi	spo,rovi
poslodavac,a	poslodavaca
zaposlen,ih	zaposlenih
proces,a	procesa
zavisnost,i	zavisnosti
prekršaj,a	prekršaja
papir,u	papiru
obazriv,iji	oba,z,ri,viji
propis,a	propisa
prelaz,u	prelazu
kosovo,m	koso,vom
naj,nov,ijim	najnovijim
akt,i	akti
tamošnji,h	tamo,šnjih
odnos,ima	odnosima
barikada,ma	ba,ri,kada,ma
neprihvatljiv,o	nepri,hvat,ljivo
naj,nov,ijem	najnovi,jem
događaj,u	događaju
interes,e	interese
vaš,em	vašem
akter,i	akteri
dijalog,u	dijalogu
instrument,om	instru,mentom
uspeh,a	uspeha
interes,u	interesu
čitav,e	čitave
tehnički,m	tehničkim
kontekst,u	kontekstu
čitav,og	čitavog
naj,nov,iji	najnovi,ji
događaj,i	događaji
neprihvatljiv,i	neprihvatlji,vi
proces,e	procese
njihov,ih	njihovih
prioritet,e	priori,tete
krajnji,h	kraj,njih
rok,ova	ro,kova
njen,om	njenom
predlog,u	predlogu
status,u	statusu
nadziran,u	nadzi,ranu
stanovnik,a	stanovnika
ambasador,ima	ambasa,do,rima
predlog,e	predloge
muškarac,a	muškaraca
tribjun,a	tri,b,juna
agim,a	a,gi,ma
čeku,a	če,ku,a
prijatelj,i	prijatelji
nerešen,og	nere,šenog
narod,a	naroda
duvan,a	duvana
radnik,e	radnike
ugovor,u	ugovoru
bulgartabak,a	bu,lga,rta,ba,ka
komentar,u	komenta,ru
sindikat,a	sindikata
radnik,a	radnika
bulgartabakov,e	bu,lga,rta,ba,kove
blagojevgrad,u	blago,jev,gradu
pleven,u	ple,venu
delatnost,i	delatnosti
filijala,ma	filija,lama
invest,a	in,ve,sta
holding,a	hol,din,ga
vlasnik,a	vlasnika
konkurs,a	konkursa
ran,ijoj	rani,joj
finansijski,m	finansijskim
plan,ovima	planovima
sam,a	sama
kredit,a	kredita
autoput,a	auto,puta
suveren,i	suvereni
koridor,a	kori,dora
segment,a	segmenta
dug,og	dugog
jugoistok,u	jugoisto,ku
naplatni,h	napla,tnih
ugovor,a	ugovora
investicija,ma	investi,cijama
tunel,a	tu,nela
most,ova	mo,stova
nadvožnjak,a	nad,vo,žnja,ka
podvožnjak,a	pod,vo,žnja,ka
prelaz,a	prelaza
tabanovci,ma	ta,ba,nov,cima
negotin,u	nego,tinu
konsultant,a	konsulta,nta
obelodanjen,im	obeloda,njenim
tender,u	tende,ru
konzorcijum,a	kon,zor,cijuma
investitor,a	investitora
hotel,a	hotela
turistički,h	turističkih
put,eva	puteva
odsek,a	odse,ka
potpisivanje,m	potpisi,vanjem
oblik,u	obliku
budžet,a	budžeta
kompanija,ma	kompanijama
porodica,ma	porodicama
ideja,ma	idejama
njihov,oj	njihovoj
magazin,a	maga,zina
niko,ga	nikoga
ženski,h	ženskih
rukovodilac,a	rukovodi,laca
sopstven,i	sopstveni
kredit,ima	kredi,tima
fond,a	fonda
bankarski,m	bankar,skim
trenutak,a	trenu,taka
noć,i	noći
kredit,e	kredite
moj,oj	mojoj
poštovanje,m	poštovanjem
džentlmen,i	dže,nt,l,meni
istrajnost,i	istra,jnosti
usluga,ma	uslugama
tekstil,a	tek,stila
konsalting,a	kon,sal,tinga
žena,ma	ženama
prosek,a	proseka
program,i	programi
indikator,i	indikatori
broj,u	broju
biznis,u	bizni,su
retki,h	retkih
šmatko,m	š,mat,kom
rosatom,a	ro,sa,toma
jedinstven,u	jedinstvenu
žestok,i	žesto,ki
izvor,e	izvore
naš,a	naša
odbor,a	odbora
energetski,h	energetskih
objekt,om	obje,ktom
visok,im	visokim
seizmički,m	se,izmi,čkim
aktivnost,ima	aktivnostima
verski,h	verskih
spomenik,a	spomenika
izaslanik,a	izasla,nika
fatmir,om	fa,t,mi,rom
sejdiu,om	se,j,di,u,om
verski,m	ver,skim
zona,ma	zonama
spomenik,e	spome,nike
zaštićen,e	zašti,ćene
mnogi,h	mnogih
detalj,a	detalja
stav,ovima	stavovima
pokušaj,ima	pokuša,jima
lider,e	li,dere
održiv,i	održivi
rohanov,a	ro,ha,nova
marti,ja	mar,tija
ahtisari,ja	ah,tisa,rija
albanac,a	albanaca
ishod,a	ishoda
vašington,a	vašing,tona
prav,i	pravi
urban,a	urba,na
partner,i	partneri
gledalac,a	gledalaca
evroimidž,a	evro,i,mi,dža
mlad,om	mla,dom
doktor,u	do,ktoru
gotov,a	go,tova
distributer,a	distribu,tera
glumac,a	glumaca
naj,poznat,ijih	najpoznatijih
snimatelj,a	snima,telja
režiser,om	reži,se,rom
kristof,om	kristo,fom
kišlovski,m	ki,šlo,vskim
avijatičar,a	a,vija,ti,čara
film,om	fil,mom
lav,a	la,va
novost,i	novosti
dnevnik,a	dne,vnika
buls,e	bu,l,se
kings,e	king,se
kapital,a	kapitala
divčev,e	di,v,čeve
dnevnik,u	dnevni,ku
kapital,u	kapita,lu
divčev,oj	di,vče,voj
mali,h	malih
deoničar,a	deo,ni,čara
nepošten,o	nepo,šteno
deoničar,ima	deo,ni,čarima
tajkun,i	taj,ku,ni
povećanje,m	povećanjem
uobičajen,o	uobičajeno
različit,e	različite
deoničar,e	deo,ni,čare
proizvođač,a	proizvođača
naj,prodavan,ije	naj,proda,va,nije
lobist,e	lobi,ste
sedište,m	sedištem
priprema,ma	priprema,ma
španski,h	špa,nskih
španski,m	špa,nskim
luis,om	lu,i,som
rodrigez,om	rod,ri,ge,zom
zapatero,m	zapa,terom
madrid,u	madri,du
oblast,ima	oblastima
simeon,om	si,meo,nom
sastanak,a	sastanaka
stol,om	sto,lom
mogućnost,ima	mogućnostima
stol,u	stolu
društven,og	društvenog
rezultat,a	rezultata
red,u	redu
stav,ova	stavova
svečanost,i	sveča,nosti
madrid,a	madri,da
priznanje,m	prizna,njem
doprinos,a	doprinosa
mladost,i	mladosti
dom,a	doma
egzil,u	eg,zilu
department,a	depart,menta
podsekretar,om	podse,kreta,rom
marko,m	mar,kom
grosman,om	gro,sma,nom
evroatlantski,h	evro,at,la,ntskih
moguć,e	moguće
musliman,a	muslimana
vojislav,om	voji,sla,vom
boris,om	bori,som
tadić,em	ta,di,ćem
svetozar,om	sveto,za,rom
marović,em	ma,rovi,ćem
vuk,om	vu,kom
drašković,em	dra,škovi,ćem
mladić,a	mladi,ća
nalog,a	naloga
bivši,h	bivših
vlastimir,a	vla,sti,mira
đorđević,a	đorđe,vića
sreten,a	sre,tena
pavković,a	pav,kovića
vladimir,a	vladimira
lazarević,a	lazare,vića
moć,i	moći
grosman,u	gro,sma,nu
posvećenost,i	posveće,nosti
optužen,og	optu,ženog
naj,tražen,ija	naj,tra,že,nija
osumnjičen,a	osumnji,čena
mksj,-a	m,ks,j,-,a
pun,a	puna
plan,ove	planove
jadran,u	ja,dra,nu
prijateljski,h	prijatelj,skih
otvoren,ih	otvorenih
dve,ju	dveju
slovenački,m	slovena,čkim
anton,om	anto,nom
rop,om	ro,pom
novembarski,m	novembar,skim
februar,u	februaru
datum,a	datuma
berlin,u	berlinu
irski,m	i,rskim
berti,jem	ber,ti,jem
ahern,om	a,he,rnom
šestomesečni,m	šesto,mese,čnim
mandat,om	manda,tom
ginter,om	g,inte,rom
ferhojgen,om	fer,ho,j,ge,nom
povratnik,a	povra,tnika
raseljen,ih	rase,ljenih
pogođen,im	pogo,đenim
fotograf,i	fotografi
fotograf,a	foto,grafa
rad,ove	radove
štampan,im	štampa,nim
tvoj,im	t,vojim
tomislav,u	tomi,slavu
georgijev,u	geor,gije,vu
arhus,u	ar,hu,su
prvak,a	prvaka
parter,u	par,teru
preskok,u	presko,ku
kozlić,a	koz,lića
vežba,ma	ve,žbama
razboj,u	razbo,ju
srebrn,u	sre,br,nu
bronzan,u	bronza,nu
višeboj,u	više,bo,ju
ostali,h	ostalih
učesnik,a	učesnika
karika,ma	ka,ri,kama
planina,ma	planinama
zemljotres,u	zemljotre,su
poreklo,m	poreklom
naj,talentovan,ijih	naj,ta,len,tova,nijih
festivalski,h	festival,skih
florijan,a	flo,rija,na
donersmark,a	do,ner,sma,rka
žiri,ja	žirija
porumboju,a	po,rum,bo,ju,a
bukurešt,a	bukure,šta
biometrijski,m	bio,metri,jskim
karta,ma	karta,ma
crnogorski,m	crnogor,skim
milan,om	mila,nom
roćen,om	ro,ćenom
sporazum,i	sporazu,mi
pun,o	puno
domen,ima	dome,nima
turist,ima	turisti,ma
ulcinj,u	u,lci,nju
pasoš,a	paso,ša
moj,a	moja
moj,u	moju
pun,e	pune
gaš,i	ga,ši
sporazum,om	sporazumom
godina,ma	godinama
migracija,ma	migra,cijama
putni,h	pu,tnih
sporazum,ima	sporazu,mima
moguć,em	mogu,ćem
sporazum,u	sporazumu
datum,e	datu,me
kandidat,ima	kandida,tima
država,ma	državama
seminar,u	semina,ru
dokument,e	dokumente
slab,og	sla,bog
privilegovan,o	privilegova,no
gol,ove	go,love
živ,lji	ži,vlji
stav,ovi	stavovi
dobrosusedski,h	dobro,su,sed,skih
stacioniran,ih	sta,cioni,ranih
umor,u	umo,ru
samit,om	sami,tom
usvajanje,m	usvajanjem
njen,a	njena
različit,im	različitim
određivanje,m	određi,vanjem
reper,a	re,pera
reformski,m	refor,mskim
poduhvat,ima	poduhva,tima
jezik,u	jeziku
tekst,a	teksta
majkrosoftov,e	maj,kro,so,f,tove
program,e	programe
naziv,a	naziva
softverski,h	softver,skih
element,i	elementi
meni,ja	me,nija
prevod,a	prevoda
poznat,im	poznatim
lingvist,ima	ling,vi,stima
kompjuter,a	kompju,tera
majkrosoft,a	maj,kro,so,fta
makedonac,a	makedo,naca
korisnik,a	korisnika
majkrosoftov,ih	maj,kro,so,f,to,vih
piratski,h	pi,ra,tskih
softver,a	softvera
licencirani,h	licenci,ranih
autorski,h	autor,skih
nasleđe,m	nasleđe,m
ratni,h	ratnih
jedinstven,og	jedinstvenog
mehanizam,a	mehanizama
chp,-a	c,hp,-,a
vid,ova	vidova
činjenica,ma	činjenicama
protokol,u	protoko,lu
prošlost,i	prošlosti
usklađen,ih	uskla,đenih
ratni,m	ratnim
zločin,ima	zloči,nima
bilten,u	bil,te,nu
mirsad,a	mir,sada
document,e	do,cu,mente
određen,i	određeni
osumnjičen,ima	osumnji,če,nima
zločin,i	zlo,čini
neorganizovan,ih	neorga,ni,zovanih
određen,ih	određenih
neodređen,ih	neodre,đenih
student,e	studente
aktivist,e	aktivi,ste
tema,ma	temama
ešdaunov,a	e,š,da,u,nova
pedi,ja	pe,dija
ešdaun,a	e,š,da,una
suštinski,m	sušti,nskim
princip,ima	principima
dogovor,u	dogovoru
izvodljivost,i	izvod,ljivosti
sds,-a	sds,-,a
policijski,m	polici,jskim
neprihvatljiv,e	neprihvatlji,ve
potpun,i	potpuni
prosperitet,a	prosperi,teta
izgled,i	izgle,di
entitet,a	entiteta
zasnovan,ih	zasnovanih
dragan,a	dragana
čović,a	čo,vića
milorad,a	milo,rada
dodik,a	do,dika
napor,ima	naporima
avaz,u	ava,zu
kapacitet,om	kapaci,tetom
brčko,m	br,čkom
fikret,a	fi,kreta
hasanović,a	ha,sa,novića
pan,a	pana
panić,a	pa,nića
atentat,om	atenta,tom
đinđić,a	đinđi,ća
ubistvo,m	ubi,stvom
zoran,a	zorana
ultranacionalist,e	ultra,na,cionali,ste
šešelj,a	šeše,lja
đinđićev,o	đinđi,ćevo
luković,a	lu,kovića
osumnjičen,og	osumnji,čenog
paravojni,h	para,voj,nih
slobodan,a	slobodana
milošević,a	miloševića
luković,u	lu,ković,u
optužen,ima	optu,že,nima
velik,ih	velikih
razmer,a	razmera
paravojni,m	para,voj,nim
struktura,ma	strukturama
formiran,im	formi,ranim
rat,ova	ratova
komandant,a	komandanta
jso,-a	j,so,-,a
automobil,a	automobila
reformist,a	reformi,sta
nacionalist,e	nacionali,ste
tomić,a	tomi,ća
rade,ta	rade,ta
bulatović,a	bula,to,vića
savetnik,a	savetnika
atentat,a	atenta,ta
slučaj,a	slučaja
đinđićev,e	đinđi,ćeve
suđenje,m	su,đenjem
propust,a	propu,sta
sekulić,a	seku,lića
milan,a	milana
miljojković,a	mil,joj,kovića
bekim,a	be,ki,ma
fehmiju,a	fe,h,miju,a
istaknut,u	istaknu,tu
stan,u	stanu
glumčev,a	glu,m,čeva
prizren,a	pri,z,rena
ljubitelj,i	ljubi,telji
fehmiju,u	fe,h,miju,u
film,ove	filmove
narod,ima	narodima
gvozden,e	gvozde,ne
blok,a	bloka
naj,čuven,ijih	naj,ču,ve,nijih
pijan,i	pija,ni
go,lim	go,lim
fehmijuov,e	fe,h,miju,ove
režiser,ima	reži,se,rima
film,ovima	filmovima
pad,u	padu
poznat,a	poznata
visok,oj	visokoj
smrtnost,i	smrtnosti
pad,om	padom
živorođeni,h	živo,ro,đenih
društven,ih	društvenih
razvod,om	razvo,dom
brak,a	braka
karijera,ma	karije,rama
sociodemografski,m	socio,demo,grafskim
abortus,ima	abor,tu,sima
instat,-a	in,st,at,-,a
neprijavljen,e	neprija,vljene
abortus,e	abor,tu,se
vezan,i	vezani
mlad,im	mladim
dete,tu	detetu
abortus,i	abor,tu,si
dervišijev,im	der,vi,šije,vim
roditelj,i	roditelji
nov,ije	novije
sused,i	suse,di
balkanski,m	balka,nskim
berza,ma	ber,zama
milion,e	mili,one
ktv,-u	k,tv,-,u
posmatrač,i	posmatra,či
vladin,i	vla,dini
predostrožnost,i	predo,stro,žnosti
nejak,e	neja,ke
žarkuov,o	ž,ar,ku,ovo
insajt,u	insaj,tu
emigrant,i	emigra,nti
banka,ma	bankama
kolaps,a	kola,psa
rast,a	rasta
godišnji,m	godi,šnjim
rast,om	rastom
institut,om	institu,tom
privremen,o	privremeno
srednji,h	srednjih
privremen,og	privremenog
nezaposlen,ima	nezaposle,nima
institucija,ma	institucijama
enver,a	en,vera
diktatorski,m	dikta,tor,skim
režim,om	reži,mom
nadolazeći,h	nado,laze,ćih
vladar,a	vladara
naj,izolovan,ijom	naji,zo,lo,vani,jom
prostor,a	prostora
list,a	lista
karajev,i	kara,jevi
diktator,u	dikta,toru
bogat,iji	boga,tiji
identitet,u	identitetu
brz,og	brzog
problem,i	problemi
noga,ma	nogama
sam,i	sami
prepreka,ma	prepre,kama
tvrdoglav,i	tvrdo,gla,vi
džejms,a	džejm,sa
bejker,a	be,jke,ra
posed,a	poseda
zaplenjen,ih	zaple,njenih
manjina,ma	manji,nama
glasnik,u	glasniku
dom,ove	do,move
nezbrinut,u	nez,bri,nu,tu
različitost,i	različitosti
hrišćanski,h	hrišća,nskih
jevrejski,h	jevre,jskih
zahtev,e	zahteve
turski,m	tur,skim
rok,u	roku
fondacija,ma	fonda,cijama
odvojen,oj	odvoje,noj
manjinski,m	manji,nskim
grupa,ma	grupama
manjinski,h	manjinskih
amandman,ima	amand,manima
treći,m	trećim
strana,ma	stranama
nerešen,o	nere,šeno
ustav,u	usta,vu
ran,ijih	ranijih
mahčupjan,u	mah,ču,p,janu
nemusliman,i	ne,mu,sli,mani
decenija,ma	decenijama
smer,u	smeru
imovinski,h	imovi,nskih
nemuslimanski,h	ne,mu,sli,man,skih
trening,u	trenin,gu
stadion,u	stadionu
meč,a	meča
tim,a	tima
bolest,i	bolesti
osnivač,a	osnivača
pozorišni,h	pozori,šnih
rovinj,u	ro,vi,nju
salon,u	sa,lonu
rad,ovi	radovi
luksemburg,a	lukse,mbu,rga
pakistan,a	paki,stana
višegrad,u	više,gradu
ujedinjen,e	ujedinje,ne
krdžali,ju	k,rd,ža,liju
seminar,a	seminara
renomiran,i	re,nomi,rani
ekspert,i	eksperti
koncert,e	konce,rte
poznati,h	poznatih
kompozitor,a	kompozitora
liponenov,om	li,pone,novom
masmedij,a	ma,sme,dija
prav,u	pravu
interes,i	interesi
interes,ima	interesima
prednost,i	prednosti
čest,a	česta
vlasnik,e	vlasni,ke
direktor,e	dire,ktore
urednik,a	urednika
sudski,h	sudskih
postupak,a	postupaka
liponenov,e	li,pone,nove
uvodnik,u	uvo,dniku
liponen,a	li,pone,na
list,ova	listova
zajednica,ma	zajednicama
motivisan,a	motivi,sana
opštinski,h	opšti,nskih
prijem,ima	prije,mima
događaj,e	događaje
haos,a	ha,osa
sprovođenje,m	sprovo,đenjem
ustav,om	usta,vom
aparat,a	aparata
frižider,a	friži,dera
zamrzivač,a	zamr,ziva,ča
budžetski,m	budže,tskim
suficit,om	su,fici,tom
deficit,om	defici,tom
spor,ijeg	sporije,g
ulog,a	uloga
stran,ih	stranih
muzičar,a	muzičara
ijan,a	i,jana
braun,a	bra,una
planiran,a	planirana
masakr,a	masa,kra
exit,-u	e,x,it,-,u
sad,u	sadu
posetilac,a	posetilaca
izvođač,a	izvođača
akreditovan,ih	akredi,tovanih
izveštač,i	izvešta,či
bbc,-a	bbc,-,a
mtv,-a	m,tv,-,a
ljubitelj,e	ljubi,telje
i,'m	i,',m
izvođač,ima	izvođa,čima
andervorld,a	a,nde,rvo,r,lda
posleratni,h	poslera,tnih
naj,poznat,iji	najpoznatiji
koren,e	korene
opis,a	opisa
ovogodišnji,h	ovo,godišnjih
glastonberi,ja	gla,ston,be,rija
društven,im	društvenim
tih,u	ti,hu
tekst,u	tekstu
napad,i	napadi
exit,-a	e,x,it,-,a
pominjanje,m	pominja,njem
masakr,u	ma,sak,ru
mnoštvo,m	mno,štvom
hrvat,ima	hrvati,ma
drugi,ma	drugima
rat,u	ratu
sad,a	sada
petrovaradin,u	petro,vara,dinu
nasmejan,a	nasme,jana
festival,i	festi,vali
društven,a	društvena
hašim,om	ha,ši,mom
tači,jem	ta,či,jem
diplomatski,m	diplo,matskim
hašim,u	ha,ši,mu
tači,ju	ta,či,ju
jakup,om	ja,ku,pom
krasnići,jem	kra,sni,ći,jem
zamenik,om	zame,nikom
leri,jem	le,rijem
rosin,om	ro,si,nom
rumunski,m	rumu,nskim
adrijan,om	ad,rija,nom
čorojanu,om	čo,ro,janu,om
hose,a	ho,se,a
luis,a	lu,isa
rodrigez,a	rod,ri,ge,za
zapater,a	zapa,tera
gost,iju	gostiju
nemački,m	nemačkim
štajnmajer,om	šta,jn,ma,je,rom
brz,o	brzo
potpun,e	potpune
guverner,a	guver,nera
delegat,a	delega,ta
vodeći,h	vodećih
žan,om	ža,nom
lemijer,om	le,mije,rom
investitor,ima	investi,torima
očekivan,og	očekivanog
biznis,om	bizni,som
potpredsednik,om	potpred,sedni,kom
miroljub,om	miro,lju,bom
labus,om	la,bu,som
projekt,ima	projektima
ton,u	to,nu
potpun,im	potpu,nim
uspeh,om	uspehom
rat,a	rata
narod,i	narodi
lak,ši	lakši
kongres,u	kongre,su
kofi,ja	ko,fija
anan,a	ana,na
prihvatljiv,og	prihvatlji,vog
demokrata,ma	demokra,tama
priznat,i	priznati
udar,a	udara
skor,o	skoro
rezolucija,ma	rezolu,cijama
vremenski,m	vremenskim
okvir,om	okvi,rom
redžep,a	re,dže,pa
tajip,a	ta,ji,pa
erdogan,a	er,do,gana
aerodrom,i	aerodro,mi
brod,ove	bro,dove
avion,e	avione
obim,a	obima
sali,jem	sa,li,jem
žestok,u	žesto,ku
kritičar,i	kritičari
edi,ja	e,dija
problem,om	problemom
pojedinac,a	pojedinaca
zakon,om	zakonom
neuobičajen,o	neuobičaje,no
otkaz,a	otkaza
osoba,ma	osobama
status,om	statusom
službenik,a	službenika
njen,im	njenim
strog,om	stro,gom
faktor,om	faktorom
visok,e	visoke
ostali,m	ostalim
nosilac,a	nosilaca
monopol,ima	mono,po,lima
višegodišnji,h	više,godišnjih
monopol,a	mono,pola
pogodnost,i	pogodnosti
monopolist,i	mono,po,listi
biznismen,a	biznis,mena
opterećen,i	optere,ćeni
cena,ma	cenama
monopol,i	mono,poli
kartel,i	kar,teli
monopolistički,h	mono,po,lističkih
proizvođač,e	proizvođa,če
domaći,h	domaćih
mmf,-a	mmf,-,a
monopol,e	mono,pole
prehramben,oj	prehrambe,noj
mali,m	malim
prihod,ima	prihodima
nezaposlen,i	nezaposle,ni
kartel,e	karte,le
reč,i	reči
neobuzdan,a	neo,bu,z,dana
nezakonit,o	nezakonito
stan,a	stana
unuk,a	unu,ka
intelektualac,a	intelektua,laca
organizovan,a	organizovana
dokument,u	dokumentu
civil,a	civila
saopštenje,m	saopšte,njem
penzionisan,i	penzioni,sani
pridruživanje,m	pridruži,vanjem
saveznik,a	saveznika
ostali,ma	osta,lima
mek,i	me,ki
star,e	stare
rat,ovi	ra,tovi
raspad,a	raspada
jednak,i	jednaki
klimav,im	klima,vim
temelj,ima	teme,ljima
prihod,e	prihode
marković,em	mar,kovićem
blok,u	bloku
diplomiran,i	diplomi,rani
bogat,i	bogati
most,a	mosta
mihail,u	mihai,lu
jovović,u	jo,vo,viću
urednik,u	ured,niku
vijest,i	vije,sti
glava,ma	gla,vama
komunistički,m	komunisti,čkim
vreme,nima	vremenima
neuspeh,a	neuspeha
izazov,i	izazovi
nedelja,ma	nedelja,ma
stvarnost,i	stvarnosti
loš,e	loše
slab,a	slaba
nezaposlenost,i	nezaposlenosti
novčan,e	novčane
slab,om	sla,bom
stručnost,i	stru,čnosti
ran,ijim	ranijim
izveštaj,em	izvešta,jem
euleks,-om	eu,le,ks,-,om
mustaf,a	musta,fa
nov,o	novo
transparens,i	tran,spa,ren,si
internešenel,a	interne,šene,la
naj,nov,ije	najnovije
severni,m	sever,nim
sastav,u	sastavu
bamir,om	ba,mi,rom
topi,jem	to,pi,jem
američki,m	američkim
ambasador,om	ambasa,do,rom
džon,om	džo,nom
viters,om	vi,ter,som
pravosudni,m	pravosu,dnim
izborni,m	izbor,nim
fudbalski,h	fudbal,skih
balkan,om	balka,nom
fudbalski,m	fudbal,skim
liga,ma	li,gama
kvalifikacioni,h	kvalifika,cionih
hrvat,a	hrvata
prevara,ma	preva,rama
namešten,ih	name,štenih
nemački,h	nemačkih
fenerbahče,a	fe,ner,bah,če,a
ulm,a	ul,ma
igrač,a	igrača
genčlerbirligi,ja	gen,č,ler,bir,li,gija
džavdžavljev,ih	dža,v,dža,vlje,vih
sport,u	sportu
dokaz,e	dokaze
sportski,h	sportskih
skandal,a	skanda,la
poverljiv,ih	pover,ljivih
sumnjiv,im	sumnji,vim
utakmica,ma	utakmi,cama
klupski,h	klu,pskih
brz,im	brzi,m
rasprostranjen,iji	rasprostra,nje,niji
msp,-om	msp,-,om
predstavljen,i	predstavljeni
pravni,h	pravnih
usmen,e	usme,ne
argument,e	argumente
jordan,a	jor,dana
integritet,a	integriteta
pravo,m	pravom
miloševićev,a	miloše,viće,va
pravni,m	pravnim
naslednik,om	nasle,dni,kom
integritet,u	integri,tetu
odvojen,e	odvojene
suveren,e	suve,rene
usmen,og	usme,nog
sudski,m	sud,skim
proces,ima	procesima
rođak,a	rođaka
obzir,a	obzira
krivični,h	krivičnih
kriminalac,a	krimina,laca
kriminalistički,h	kriminali,stičkih
nemoguć,a	nemogu,ća
otpadni,h	otpadnih
priobalni,m	pri,oba,lnim
naj,izolovan,ijih	naji,zo,lova,nijih
zatvoren,ih	zatvore,nih
dubina,ma	dubi,nama
kiseonik,a	kiseonika
kiseonik,om	kiseoni,kom
sloj,u	sloju
osetljiv,o	oset,ljivo
poremećaj,e	poremećaje
ekosistem,a	ekosistema
neodrživ,e	neod,rži,ve
